,mean,std,min,max
average_cost,0.007612398744945535,0.037568790608812436,-0.12145927871984719,0.11460165569076164
accuracy,-0.01963247453306137,0.02018013729510202,-0.11460165569076158,0.006417452589493194
precision,-0.002623028849915631,0.004517436076075914,-0.020572420480203912,0.009933045277060404
recall,0.008369230769230771,0.021450948865263057,0.0,0.12
f1,-0.0035487334389523854,0.00717842985822457,-0.030081300813008194,0.01781350774401591
roc_auc,0.1424413798208027,0.05863937092041189,-0.041357183692471766,0.2978864104735094
