Model,Mean_TPR,Std_TPR,Mean_FPR,Std_FPR,Distance_to_Ideal
DecisionTreeClassifier,0.9194923076556705,0.15119503719560404,0.8412639553365341,0.2694181340228726,0.845107408011005
