model,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
LogisticRegression (Balanced + MEC),100.0,0.3089421709753724,0.02110650869449804,0.273224043715847,0.2923976608187134,0.3062404751670509,0.325,0.3511450381679389
LogisticRegression (Balanced + STD),100.0,0.5023122720884734,0.05845565453831224,0.2972972972972973,0.4738970588235294,0.5072524700441454,0.5428571428571428,0.6285714285714286
LogisticRegression (Baseline),100.0,0.4720110621668787,0.10154256623010488,0.1269841269841269,0.4,0.48237367802585196,0.5465909090909091,0.6829268292682927
LogisticRegression (Cost-sensitive + MEC),100.0,0.298018801327597,0.015499754020612719,0.2747252747252747,0.2868981846882399,0.2958579881656805,0.30722184352041204,0.3546099290780142
LogisticRegression (Cost-sensitive + STD),100.0,0.4548060023590791,0.04948649370740733,0.3043478260869565,0.4219298245614035,0.45346320346320346,0.4938997821350762,0.6
LogisticRegression (SMOTE + MEC),100.0,0.31350555441406597,0.025057063378760708,0.2747252747252747,0.2954229028889662,0.3081671415004748,0.3289473684210526,0.396551724137931
LogisticRegression (SMOTE + STD),100.0,0.49933553299330713,0.05246563119087739,0.3855421686746988,0.461018711018711,0.4931506849315068,0.5333333333333333,0.6060606060606061
