model,recall_count,recall_mean,recall_std,recall_min,recall_25%,recall_50%,recall_75%,recall_max
LogisticRegression (Balanced + MEC),100.0,0.9872615384615385,0.02648592143813599,0.84,1.0,1.0,1.0,1.0
LogisticRegression (Balanced + STD),100.0,0.7290153846153846,0.09490795505677276,0.44,0.64,0.7453846153846153,0.8,0.92
LogisticRegression (Baseline),100.0,0.3940461538461538,0.10062185584953216,0.12,0.32,0.4,0.44,0.64
LogisticRegression (Cost-sensitive + MEC),100.0,0.9912307692307692,0.024467797648134264,0.88,1.0,1.0,1.0,1.0
LogisticRegression (Cost-sensitive + STD),100.0,0.8346461538461538,0.08252412705525304,0.56,0.7923076923076924,0.84,0.8811538461538462,1.0
LogisticRegression (SMOTE + MEC),100.0,0.9856769230769231,0.026908260991616886,0.88,0.9615384615384616,1.0,1.0,1.0
LogisticRegression (SMOTE + STD),100.0,0.7302153846153846,0.08343229411846938,0.56,0.68,0.72,0.8,0.92
