model,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max
LogisticRegression (Balanced + MEC),100.0,0.29012940417640887,0.07239660872099636,0.1582278481012658,0.2292993630573248,0.30476497621543175,0.3386277513504797,0.4585987261146497
LogisticRegression (Balanced + STD),100.0,0.7687015238248811,0.035011708405180704,0.6708860759493671,0.7388535031847133,0.7770700636942676,0.7961783439490446,0.8343949044585988
LogisticRegression (Baseline),100.0,0.8592401032008387,0.039301890789280265,0.6178343949044586,0.8471337579617835,0.8662420382165605,0.8791723776505684,0.9171974522292994
LogisticRegression (Cost-sensitive + MEC),100.0,0.2515988067403047,0.0577473552059603,0.1592356687898089,0.207600983632992,0.2420382165605095,0.2882165605095541,0.4203821656050955
LogisticRegression (Cost-sensitive + STD),100.0,0.6780609529952432,0.04770464126115391,0.5414012738853503,0.643312101910828,0.6847133757961783,0.7133757961783439,0.7961783439490446
LogisticRegression (SMOTE + MEC),100.0,0.304191324679513,0.0836755820315551,0.1592356687898089,0.2420382165605095,0.28980891719745216,0.3630573248407643,0.554140127388535
LogisticRegression (SMOTE + STD),100.0,0.7647516729823428,0.0380793080102968,0.643312101910828,0.7400931226316213,0.7643312101910829,0.7898089171974523,0.8343949044585988
