,mean,std,min,max
average_cost,-0.24535574604697394,0.16503959410303523,-0.5818870552357167,0.16935711412740062
accuracy,-0.0032525131377141637,0.052376345164768766,-0.21068334764103092,0.10140655672751941
precision,0.019096246341455007,0.1064657844113724,-0.2896174863387978,0.2497184684684684
recall,0.17208639053254438,0.10840445309874651,-0.11786982248520717,0.4272189349112426
f1,0.08428429114109295,0.08838299287176977,-0.16782915697924738,0.2863552743751965
roc_auc,0.0702790141241295,0.058239401831770204,-0.06412400466039658,0.2651286835505532
