model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max,recall_count,recall_mean,recall_std,recall_min,recall_25%,recall_50%,recall_75%,recall_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
DESKL,100.0,0.6244872208336694,0.14208299081321343,0.2611464968152866,0.5286624203821656,0.6114649681528662,0.7022292993630572,0.9746835443037974,100.0,0.7075070547448196,0.05491985564618047,0.5796178343949044,0.6687898089171974,0.7101910828025477,0.7416854793195194,0.8535031847133758,100.0,0.330611315188134,0.0534757837103088,0.234375,0.2985074626865671,0.32757078986587174,0.3648325358851674,0.5294117647058824,100.0,0.7690307692307691,0.08881064319589632,0.52,0.72,0.7692307692307693,0.84,1.0,100.0,0.4597549243591071,0.05765896950155829,0.3370786516853932,0.42430555555555555,0.4632862644415918,0.5,0.6101694915254238,100.0,0.8170274094326726,0.04340902386121447,0.7012121212121213,0.7899772157666894,0.8196217817270448,0.8455303030303031,0.9136363636363636
DecisionTreeClassifier,100.0,0.841506087236959,0.15063666903713016,0.5159235668789809,0.7452229299363057,0.8343949044585988,0.929936305732484,1.2848101265822784,100.0,0.5632471982584858,0.16268106601343424,0.1592356687898089,0.4697452229299363,0.6019108280254777,0.6767515923566878,0.8280254777070064,100.0,0.24429248212718196,0.05822397979028744,0.1587301587301587,0.20578162771958092,0.23483455882352938,0.26976789929189615,0.4666666666666667,100.0,0.7181846153846155,0.16572152741528606,0.3846153846153846,0.6338461538461538,0.72,0.84,1.0,100.0,0.3539158363567474,0.055274581627905835,0.2272727272727272,0.3198611111111111,0.3488372093023256,0.3833904109589041,0.5161290322580645,100.0,0.6521659721857092,0.07323738177296531,0.4831818181818182,0.6072348484848484,0.6628030303030302,0.69993006993007,0.8013636363636364
Exponential,100.0,0.6575784084495686,0.14797734233001136,0.3312101910828025,0.5414012738853503,0.6719745222929936,0.7531847133757963,1.038216560509554,100.0,0.720812706603241,0.049910207279599716,0.5859872611464968,0.6878980891719745,0.7206321051358542,0.7579617834394905,0.8280254777070064,100.0,0.3366585204925467,0.05243125667487118,0.21875,0.30141509433962266,0.3306010928961748,0.3698498267231421,0.4782608695652174,100.0,0.736692307692308,0.09023372648833446,0.44,0.68,0.72,0.8,0.96,100.0,0.45991299727976764,0.059199368347766866,0.3146067415730337,0.4219298245614035,0.4566384349278301,0.5,0.6197183098591549,100.0,0.8049089086352244,0.04656179898135803,0.6306766917293234,0.7721969696969696,0.8049999999999999,0.8379545454545454,0.886969696969697
KNORAE,100.0,0.8804196565347092,0.1607734320142286,0.3439490445859872,0.7961783439490446,0.8920624042570346,0.9808917197452228,1.2101910828025475,100.0,0.7229714585181004,0.03514217927657769,0.6392405063291139,0.7006369426751592,0.7261146496815286,0.7452229299363057,0.810126582278481,100.0,0.3076081129933719,0.04706896302138694,0.2181818181818181,0.2764123257520176,0.30523513753327414,0.33936994609164417,0.4523809523809524,100.0,0.5800615384615384,0.10211859419273057,0.36,0.52,0.5684615384615385,0.64,0.92,100.0,0.4003671839715478,0.059097044185374606,0.28125,0.3658536585365853,0.3948992852501624,0.44199346405228757,0.5609756097560976,100.0,0.7270676034491824,0.05785572352148873,0.5721212121212121,0.6895075757575758,0.7254317612212349,0.7696590909090909,0.8754545454545454
LogisticRegression,100.0,0.5820474885108442,0.14207327170422804,0.2721518987341772,0.4904458598726114,0.5732484076433121,0.643312101910828,1.0063291139240509,100.0,0.6813129887930338,0.05005403750176466,0.535031847133758,0.6486535515601064,0.6815286624203821,0.7133757961783439,0.7898089171974523,100.0,0.31398348999327774,0.043192976888514784,0.2133333333333333,0.2857142857142857,0.31296641791044777,0.3384615384615385,0.4310344827586206,100.0,0.8167692307692307,0.08380540486677662,0.6,0.7923076923076924,0.84,0.88,1.0,100.0,0.45230000962032607,0.052762142149744964,0.3168316831683168,0.42044063647490815,0.4497191011235955,0.4888888888888889,0.5952380952380952,100.0,0.830234385789649,0.04717231406474195,0.6689976689976691,0.8053787878787879,0.8313636363636364,0.8633187645687646,0.9263636363636364
METADES,100.0,0.7665218092397,0.17425321783479789,0.375796178343949,0.6369426751592356,0.7689873417721519,0.8791723776505684,1.2531645569620251,100.0,0.7853785374506169,0.03832946247411788,0.689873417721519,0.7579617834394905,0.7866242038216561,0.8092195436587922,0.8789808917197452,100.0,0.3953331242351664,0.06886456574580242,0.2222222222222222,0.3455699352911896,0.3907741251325557,0.4362980769230769,0.6071428571428571,100.0,0.6159384615384615,0.10874334927798084,0.32,0.56,0.6076923076923078,0.68,0.84,100.0,0.4786649323558002,0.07505823693159355,0.2622950819672131,0.4285714285714285,0.4827586206896552,0.5343283582089552,0.6461538461538462,100.0,0.8114769616348562,0.04820626057838941,0.6454135338345864,0.7815151515151515,0.8134848484848485,0.8439831002331003,0.9227272727272728
MLA,100.0,0.9051822139804887,0.1783518329796681,0.464968152866242,0.7945859872611465,0.8885350318471338,1.0253567685237441,1.5222929936305734,100.0,0.6565504313472545,0.08750998552476143,0.3885350318471338,0.6050955414012739,0.6624203821656051,0.7197452229299363,0.810126582278481,100.0,0.2676091087554198,0.054045153008357084,0.109090909090909,0.23160535117056855,0.2631578947368421,0.3,0.4193548387096774,100.0,0.6089384615384615,0.14756383544030957,0.24,0.52,0.62,0.72,0.92,100.0,0.36333498538867093,0.056058196416566,0.15,0.3270871985157699,0.36572252819302387,0.3971698113207547,0.5316455696202531,100.0,0.6812821218255428,0.06634079135731136,0.5078787878787878,0.6354050116550116,0.6894343814080657,0.7222727272727274,0.8654545454545455
RandomForestClassifier,100.0,0.5758566475852616,0.09598649955308715,0.3566878980891719,0.5079617834394905,0.5796178343949044,0.6375171329517052,0.9050632911392406,100.0,0.630803031524631,0.0733549314981155,0.3439490445859872,0.5914194146577441,0.6401273885350318,0.6751592356687898,0.7770700636942676,100.0,0.2891352532569329,0.03981040713004857,0.1953125,0.260837542087542,0.2857142857142857,0.3108108108108108,0.4038461538461538,100.0,0.856276923076923,0.07297799052993378,0.68,0.8,0.88,0.92,1.0,100.0,0.4297294876956609,0.04257771295711529,0.326797385620915,0.4,0.4252659574468085,0.46074074074074073,0.5454545454545454,100.0,0.8291002331002331,0.03761302951337251,0.7202797202797203,0.8057575757575758,0.827470950102529,0.8533065618591934,0.9181818181818182
SGDClassifier,100.0,0.6147823107312747,0.14231812839127042,0.3821656050955414,0.515107232121261,0.5796178343949044,0.7022292993630572,1.0379746835443038,100.0,0.6559832298637426,0.0874079590608125,0.4331210191082802,0.5977787632024509,0.6560509554140127,0.7197452229299363,0.821656050955414,100.0,0.30354497243819534,0.05709100653630887,0.2,0.26563214884855874,0.29532322137955935,0.3346774193548387,0.4634146341463415,100.0,0.8115384615384614,0.11080710308278394,0.44,0.76,0.84,0.88,1.0,100.0,0.435934037558858,0.05699432651513509,0.3018867924528302,0.4038020465772759,0.4299719887955181,0.4735887096774194,0.5757575757575758,100.0,0.7796740750477593,0.07389435767485288,0.6142424242424243,0.7321212121212122,0.7903383458646617,0.8387878787878789,0.8975757575757576
StackingClassifier,100.0,0.5724159477545756,0.1341281220413842,0.2802547770700637,0.4753688623720067,0.5809481577037814,0.6640127388535031,0.930379746835443,100.0,0.7905301136821737,0.033917279091225286,0.7215189873417721,0.7691082802547771,0.7898089171974523,0.8155788922034992,0.8544303797468354,100.0,0.41760502520822973,0.05230203872226991,0.325,0.3767688679245283,0.40967365967365965,0.4583333333333333,0.5348837209302325,100.0,0.7473692307692307,0.08394188272164892,0.52,0.6892307692307692,0.76,0.8,0.92,100.0,0.533750058051941,0.05571689821223839,0.4,0.4935064935064935,0.526183970856102,0.5806159420289856,0.6666666666666666,100.0,0.8573305562858192,0.04054133777907787,0.7325174825174825,0.8342424242424242,0.8580303030303029,0.8874009324009324,0.9472727272727272
