model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max
DESKL,100.0,0.6244872208336694,0.14208299081321343,0.2611464968152866,0.5286624203821656,0.6114649681528662,0.7022292993630572,0.9746835443037974
DecisionTreeClassifier,100.0,0.841506087236959,0.15063666903713016,0.5159235668789809,0.7452229299363057,0.8343949044585988,0.929936305732484,1.2848101265822784
Exponential,100.0,0.6575784084495686,0.14797734233001136,0.3312101910828025,0.5414012738853503,0.6719745222929936,0.7531847133757963,1.038216560509554
KNORAE,100.0,0.8804196565347092,0.1607734320142286,0.3439490445859872,0.7961783439490446,0.8920624042570346,0.9808917197452228,1.2101910828025475
LogisticRegression,100.0,0.5820474885108442,0.14207327170422804,0.2721518987341772,0.4904458598726114,0.5732484076433121,0.643312101910828,1.0063291139240509
METADES,100.0,0.7665218092397,0.17425321783479789,0.375796178343949,0.6369426751592356,0.7689873417721519,0.8791723776505684,1.2531645569620251
MLA,100.0,0.9051822139804887,0.1783518329796681,0.464968152866242,0.7945859872611465,0.8885350318471338,1.0253567685237441,1.5222929936305734
RandomForestClassifier,100.0,0.5758566475852616,0.09598649955308715,0.3566878980891719,0.5079617834394905,0.5796178343949044,0.6375171329517052,0.9050632911392406
SGDClassifier,100.0,0.6147823107312747,0.14231812839127042,0.3821656050955414,0.515107232121261,0.5796178343949044,0.7022292993630572,1.0379746835443038
StackingClassifier,100.0,0.5724159477545756,0.1341281220413842,0.2802547770700637,0.4753688623720067,0.5809481577037814,0.6640127388535031,0.930379746835443
VotingClassifier,100.0,0.5319563815205999,0.1352401181323025,0.267515923566879,0.43789808917197454,0.5286624203821656,0.6101548012577602,1.0063291139240509
XGBClassifier,100.0,0.6010062081754414,0.13773752031298114,0.3057324840764331,0.4801862452632428,0.60828025477707,0.6942675159235668,0.9113924050632912
