model,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max
DESKL,100.0,0.330611315188134,0.0534757837103088,0.234375,0.2985074626865671,0.32757078986587174,0.3648325358851674,0.5294117647058824
DecisionTreeClassifier,100.0,0.24429248212718196,0.05822397979028744,0.1587301587301587,0.20578162771958092,0.23483455882352938,0.26976789929189615,0.4666666666666667
Exponential,100.0,0.3366585204925467,0.05243125667487118,0.21875,0.30141509433962266,0.3306010928961748,0.3698498267231421,0.4782608695652174
KNORAE,100.0,0.3076081129933719,0.04706896302138694,0.2181818181818181,0.2764123257520176,0.30523513753327414,0.33936994609164417,0.4523809523809524
LogisticRegression,100.0,0.31398348999327774,0.043192976888514784,0.2133333333333333,0.2857142857142857,0.31296641791044777,0.3384615384615385,0.4310344827586206
METADES,100.0,0.3953331242351664,0.06886456574580242,0.2222222222222222,0.3455699352911896,0.3907741251325557,0.4362980769230769,0.6071428571428571
MLA,100.0,0.2676091087554198,0.054045153008357084,0.109090909090909,0.23160535117056855,0.2631578947368421,0.3,0.4193548387096774
RandomForestClassifier,100.0,0.2891352532569329,0.03981040713004857,0.1953125,0.260837542087542,0.2857142857142857,0.3108108108108108,0.4038461538461538
SGDClassifier,100.0,0.30354497243819534,0.05709100653630887,0.2,0.26563214884855874,0.29532322137955935,0.3346774193548387,0.4634146341463415
StackingClassifier,100.0,0.41760502520822973,0.05230203872226991,0.325,0.3767688679245283,0.40967365967365965,0.4583333333333333,0.5348837209302325
VotingClassifier,100.0,0.3483939232860775,0.0541967317037032,0.234375,0.3108108108108108,0.3454907161803713,0.3898305084745763,0.48
XGBClassifier,100.0,0.4371125394465274,0.05951566241586445,0.3076923076923077,0.3913398692810457,0.4417344173441734,0.4743107769423558,0.5882352941176471
