model,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
DESKL,100.0,0.4597549243591071,0.05765896950155829,0.3370786516853932,0.42430555555555555,0.4632862644415918,0.5,0.6101694915254238
DecisionTreeClassifier,100.0,0.3539158363567474,0.055274581627905835,0.2272727272727272,0.3198611111111111,0.3488372093023256,0.3833904109589041,0.5161290322580645
Exponential,100.0,0.45991299727976764,0.059199368347766866,0.3146067415730337,0.4219298245614035,0.4566384349278301,0.5,0.6197183098591549
KNORAE,100.0,0.4003671839715478,0.059097044185374606,0.28125,0.3658536585365853,0.3948992852501624,0.44199346405228757,0.5609756097560976
LogisticRegression,100.0,0.45230000962032607,0.052762142149744964,0.3168316831683168,0.42044063647490815,0.4497191011235955,0.4888888888888889,0.5952380952380952
METADES,100.0,0.4786649323558002,0.07505823693159355,0.2622950819672131,0.4285714285714285,0.4827586206896552,0.5343283582089552,0.6461538461538462
MLA,100.0,0.36333498538867093,0.056058196416566,0.15,0.3270871985157699,0.36572252819302387,0.3971698113207547,0.5316455696202531
RandomForestClassifier,100.0,0.4297294876956609,0.04257771295711529,0.326797385620915,0.4,0.4252659574468085,0.46074074074074073,0.5454545454545454
SGDClassifier,100.0,0.435934037558858,0.05699432651513509,0.3018867924528302,0.4038020465772759,0.4299719887955181,0.4735887096774194,0.5757575757575758
StackingClassifier,100.0,0.533750058051941,0.05571689821223839,0.4,0.4935064935064935,0.526183970856102,0.5806159420289856,0.6666666666666666
VotingClassifier,100.0,0.487277867074291,0.05823560065549843,0.3333333333333333,0.443859649122807,0.484866294446077,0.5291666666666667,0.631578947368421
XGBClassifier,100.0,0.5409453802265712,0.06051796055521398,0.4155844155844156,0.4910625620655411,0.5324894514767933,0.5882352941176471,0.676923076923077
