,mean,std,min,max
average_cost,-0.19126532139994876,0.14529114705566337,-0.6739387320287185,0.12611677080908806
accuracy,0.04027707059782449,0.04188229646807449,-0.07455284407283413,0.1304134500686458
precision,0.048813873470511415,0.04757937401676899,-0.10381852551984877,0.18872676741358352
recall,0.10509746615233338,0.08442664143607549,-0.04867256637168138,0.3697435897435899
specificity,0.02797408659145634,0.04509265357913647,-0.08139001452710448,0.12386905217014554
f1,0.06783121583772275,0.05694865661541333,-0.10372748848247937,0.21331895201976275
roc_auc,0.06944140729601166,0.046331151927815326,-0.018923555313174023,0.22253316630103837
average_precision,0.10953165113643859,0.08982395364033596,-0.08792758974799952,0.3124838496542322
