model,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
DESKL,100.0,0.8269867974131131,0.04360714128477876,0.6915151515151515,0.8023484848484849,0.8242424242424242,0.8499043062200956,0.9321095571095572
DecisionTreeClassifier,100.0,0.6732073330178594,0.07019552804998085,0.5,0.631969696969697,0.6717424242424243,0.7253030303030302,0.8519696969696969
Exponential,100.0,0.8155214443451285,0.047829080762323686,0.7121212121212122,0.7780268415794732,0.823030303030303,0.8465005827505827,0.9203030303030304
KNORAE,100.0,0.740498749496118,0.053848473486448716,0.6077272727272728,0.7015151515151516,0.7401515151515151,0.7815470494417862,0.84
LogisticRegression,100.0,0.8381807455702195,0.04627762556178634,0.7175757575757575,0.8143181818181818,0.845434039644566,0.8699096736596736,0.9227272727272728
METADES,100.0,0.8280716577282367,0.04331364615321813,0.7026515151515152,0.7978030303030303,0.831097060833903,0.8568181818181818,0.9151515151515152
MLA,100.0,0.6935476444608024,0.06003956389723738,0.5233333333333333,0.6438636363636363,0.6968939393939394,0.7315151515151517,0.8388694638694639
RandomForestClassifier,100.0,0.8431302706065865,0.04226587124158027,0.6622556390977444,0.8187878787878788,0.8493939393939394,0.866993006993007,0.932983682983683
SGDClassifier,100.0,0.7154220411167779,0.06456531870223449,0.5274242424242425,0.6741287878787879,0.7181060606060606,0.7628409090909091,0.8709090909090909
StackingClassifier,100.0,0.8687211735632789,0.03700352317521273,0.7628205128205129,0.8470003023292496,0.8704545454545454,0.8975757575757575,0.9469696969696968
VotingClassifier,100.0,0.8421257514415409,0.0460924910739542,0.6854545454545455,0.8090151515151516,0.845,0.8765151515151515,0.923030303030303
XGBClassifier,100.0,0.8639434092223566,0.03799278964047622,0.7322261072261073,0.8387878787878787,0.8696969696969697,0.8884090909090909,0.932121212121212
