model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max,recall_count,recall_mean,recall_std,recall_min,recall_25%,recall_50%,recall_75%,recall_max,specificity_count,specificity_mean,specificity_std,specificity_min,specificity_25%,specificity_50%,specificity_75%,specificity_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max
DESKL,100.0,0.8403329839554948,0.0016657955207305922,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739,100.0,0.8269867974131131,0.04360714128477876,0.6915151515151515,0.8023484848484849,0.8242424242424242,0.8499043062200956,0.9321095571095572,100.0,0.5686596382757505,0.08318723164294563,0.3835801924947303,0.5174138011229955,0.5643254792772192,0.6134742181861093,0.7669682445378222
DecisionTreeClassifier,100.0,0.830549463839394,0.032315921337935094,0.7133757961783439,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.89171974522293,100.0,0.17345601870515193,0.03810352773255319,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1645569620253164,0.3354430379746835,100.0,0.1618436211188084,0.006590825508377687,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1602564102564102,0.1875,100.0,0.9972153846153846,0.011679162856053924,0.92,1.0,1.0,1.0,1.0,100.0,0.016935520619731137,0.04660039359428164,0.0,0.0,0.0,0.0,0.2180451127819548,100.0,0.2784181437881967,0.009396568673957625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.275104729524619,0.3137254901960784,100.0,0.6732073330178594,0.07019552804998085,0.5,0.631969696969697,0.6717424242424243,0.7253030303030302,0.8519696969696969,100.0,0.27735311816683167,0.07357997200150548,0.1592356687898089,0.21818329130396824,0.2616629223691255,0.32195234319262145,0.4539601319934003
Exponential,100.0,0.8406522615496254,0.006938912405816054,0.8280254777070064,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.9044585987261148,100.0,0.15992098685801817,0.0026678061776657653,0.1528662420382165,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1719745222929936,100.0,0.1596648375179648,0.0018359961934761545,0.1538461538461538,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1656050955414012,100.0,0.9996,0.0040000000000000036,0.96,1.0,1.0,1.0,1.0,100.0,0.00037878787878787597,0.0019781551813147355,0.0,0.0,0.0,0.0,0.0151515151515151,100.0,0.27534476409017145,0.0027735944852920495,0.2651933701657458,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2841530054644808,100.0,0.8155214443451285,0.047829080762323686,0.7121212121212122,0.7780268415794732,0.823030303030303,0.8465005827505827,0.9203030303030304,100.0,0.538332638324186,0.0969409920044636,0.3399822859719488,0.4726550589105678,0.5373217116329199,0.5991483236829687,0.7667550259289818
KNORAE,100.0,0.8397702168830122,0.0471820036865558,0.7215189873417721,0.8089171974522293,0.8343949044585988,0.8678343949044587,1.0318471337579618,100.0,0.18942917036200912,0.026467384941716163,0.1401273885350318,0.1719745222929936,0.1847133757961783,0.2025316455696202,0.2993630573248407,100.0,0.16240038653363972,0.005672577038759272,0.1428571428571428,0.1592356687898089,0.1612903225806451,0.1644736842105263,0.1857142857142857,100.0,0.9796923076923078,0.028032103320443997,0.88,0.96,1.0,1.0,1.0,100.0,0.03927489177489173,0.03223100418318237,0.0,0.0151515151515151,0.0378787878787878,0.053030303030303,0.1742424242424242,100.0,0.27858132191419266,0.008937783087967738,0.2458100558659217,0.2747252747252747,0.2777777777777778,0.2824858757062147,0.3132530120481928,100.0,0.740498749496118,0.053848473486448716,0.6077272727272728,0.7015151515151516,0.7401515151515151,0.7815470494417862,0.84,100.0,0.4166358075539857,0.07557867583730439,0.244503865361584,0.3695039014394632,0.40776578575100797,0.454612231152855,0.6110144170844191
LogisticRegression,100.0,0.7609981456099331,0.053860199362922495,0.5796178343949044,0.7321615738127872,0.7707006369426752,0.7965008465693784,0.8670886075949367,100.0,0.2515988067403047,0.05774735520596029,0.1592356687898089,0.207600983632992,0.2420382165605095,0.2882165605095541,0.4203821656050955,100.0,0.1755054586730987,0.010946938597166164,0.1592356687898089,0.16777441004546434,0.1736111111111111,0.1819840743198407,0.2155172413793103,100.0,0.9912307692307692,0.024467797648134264,0.88,1.0,1.0,1.0,1.0,100.0,0.11105547960811114,0.07084071116687243,0.0,0.053030303030303,0.0984848484848484,0.15340909090909088,0.3106060606060606,100.0,0.298018801327597,0.01549975402061272,0.2747252747252747,0.2868981846882399,0.2958579881656805,0.30722184352041204,0.3546099290780142,100.0,0.8381807455702195,0.04627762556178634,0.7175757575757575,0.8143181818181818,0.845434039644566,0.8699096736596736,0.9227272727272728,100.0,0.5741217554402103,0.08571935885256253,0.3637602988175877,0.5135016546712987,0.5701405606484802,0.6330420838090492,0.7565296126657823
METADES,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739,100.0,0.8280716577282367,0.04331364615321813,0.7026515151515152,0.7978030303030303,0.831097060833903,0.8568181818181818,0.9151515151515152,100.0,0.5584078208032426,0.08925027405569767,0.3248691480830891,0.5058010892927165,0.5603692243029983,0.6099655625238304,0.7462279102195732
MLA,100.0,0.820928404418286,0.05365176307822559,0.6369426751592356,0.7898089171974523,0.8280254777070064,0.8407643312101911,0.9430379746835444,100.0,0.22085342255905827,0.06286722347780242,0.1592356687898089,0.1719745222929936,0.2031766508102878,0.2420382165605095,0.4394904458598726,100.0,0.16746211554994858,0.010596157946960751,0.1548387096774193,0.1602564102564102,0.1643346379647749,0.1715281058101086,0.205607476635514,100.0,0.9709076923076922,0.03843890242983999,0.88,0.96,1.0,1.0,1.0,100.0,0.0783333333333333,0.07936682920100512,0.0,0.0151515151515151,0.053030303030303,0.1136363636363636,0.3560606060606061,100.0,0.28540762391801117,0.01474858558506487,0.2650602409638554,0.2758636391233076,0.28080031539522965,0.29164246156229423,0.3333333333333333,100.0,0.6935476444608024,0.06003956389723738,0.5233333333333333,0.6438636363636363,0.6968939393939394,0.7315151515151517,0.8388694638694639,100.0,0.3357275553081655,0.07700734948602064,0.1884100430922806,0.27533962129358364,0.33162492182025394,0.3790750600798145,0.5517046633105457
RandomForestClassifier,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739,100.0,0.8431302706065865,0.04226587124158027,0.6622556390977444,0.8187878787878788,0.8493939393939394,0.866993006993007,0.932983682983683,100.0,0.5902310131014338,0.08280430732097412,0.3729792093989238,0.5429388308173176,0.588898149059903,0.643493303157167,0.7549267556676595
SGDClassifier,100.0,0.6658864790776424,0.13727715498205623,0.360759493670886,0.5707590905426106,0.6645569620253164,0.7579617834394905,1.038216560509554,100.0,0.5894557768281867,0.17038866387783663,0.1592356687898089,0.5015923566878981,0.6455696202531646,0.7074699669434814,0.802547770700637,100.0,0.2784100263288356,0.06570631334009454,0.1592356687898089,0.22601683029453012,0.27905014464802314,0.3277209051724138,0.4347826086956521,100.0,0.8223999999999999,0.129047733626905,0.44,0.72,0.84,0.92,1.0,100.0,0.5452694235588972,0.22059957964700996,0.0,0.4242424242424242,0.625,0.7045454545454546,0.8257575757575758,100.0,0.4065776001509975,0.06897514908906754,0.2747252747252747,0.3625710227272727,0.40912035237725086,0.4536363636363636,0.5641025641025641,100.0,0.7154220411167779,0.06456531870223449,0.5274242424242425,0.6741287878787879,0.7181060606060606,0.7628409090909091,0.8709090909090909,100.0,0.2928673831228959,0.08483527398539933,0.1639778832276678,0.2432742976975363,0.27388676679588086,0.3172377574729075,0.6384032305446337
StackingClassifier,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.1596670160445053,0.001665795520730567,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,0.1596670160445053,0.001665795520730567,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2753634937170218,0.002468565715332763,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739,100.0,0.8687211735632789,0.03700352317521273,0.7628205128205129,0.8470003023292496,0.8704545454545454,0.8975757575757575,0.9469696969696968,100.0,0.6472140547482003,0.0739399622778821,0.4857005299648171,0.5813199475307753,0.6435850116603621,0.7007621904170043,0.8467284749103505
