model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max
DESKL,100.0,0.8403329839554948,0.0016657955207305922,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
DecisionTreeClassifier,100.0,0.830549463839394,0.032315921337935094,0.7133757961783439,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.89171974522293
Exponential,100.0,0.8406522615496254,0.006938912405816054,0.8280254777070064,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.9044585987261148
KNORAE,100.0,0.8397702168830122,0.0471820036865558,0.7215189873417721,0.8089171974522293,0.8343949044585988,0.8678343949044587,1.0318471337579618
LogisticRegression,100.0,0.7609981456099331,0.053860199362922495,0.5796178343949044,0.7321615738127872,0.7707006369426752,0.7965008465693784,0.8670886075949367
METADES,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
MLA,100.0,0.820928404418286,0.05365176307822559,0.6369426751592356,0.7898089171974523,0.8280254777070064,0.8407643312101911,0.9430379746835444
RandomForestClassifier,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
SGDClassifier,100.0,0.6658864790776424,0.13727715498205623,0.360759493670886,0.5707590905426106,0.6645569620253164,0.7579617834394905,1.038216560509554
StackingClassifier,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
VotingClassifier,100.0,0.8389345319680724,0.00724194975164982,0.7911392405063291,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
XGBClassifier,100.0,0.6946013061356124,0.10883085399578257,0.4522292993630573,0.5923566878980892,0.7133757961783439,0.781312988793034,0.8417721518987342
