model,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max
DESKL,100.0,0.5686596382757505,0.08318723164294563,0.3835801924947303,0.5174138011229955,0.5643254792772192,0.6134742181861093,0.7669682445378222
DecisionTreeClassifier,100.0,0.27735311816683167,0.07357997200150548,0.1592356687898089,0.21818329130396824,0.2616629223691255,0.32195234319262145,0.4539601319934003
Exponential,100.0,0.538332638324186,0.0969409920044636,0.3399822859719488,0.4726550589105678,0.5373217116329199,0.5991483236829687,0.7667550259289818
KNORAE,100.0,0.4166358075539857,0.07557867583730439,0.244503865361584,0.3695039014394632,0.40776578575100797,0.454612231152855,0.6110144170844191
LogisticRegression,100.0,0.5741217554402103,0.08571935885256253,0.3637602988175877,0.5135016546712987,0.5701405606484802,0.6330420838090492,0.7565296126657823
METADES,100.0,0.5584078208032426,0.08925027405569767,0.3248691480830891,0.5058010892927165,0.5603692243029983,0.6099655625238304,0.7462279102195732
MLA,100.0,0.3357275553081655,0.07700734948602064,0.1884100430922806,0.27533962129358364,0.33162492182025394,0.3790750600798145,0.5517046633105457
RandomForestClassifier,100.0,0.5902310131014338,0.08280430732097412,0.3729792093989238,0.5429388308173176,0.588898149059903,0.643493303157167,0.7549267556676595
SGDClassifier,100.0,0.2928673831228959,0.08483527398539933,0.1639778832276678,0.2432742976975363,0.27388676679588086,0.3172377574729075,0.6384032305446337
StackingClassifier,100.0,0.6472140547482003,0.0739399622778821,0.4857005299648171,0.5813199475307753,0.6435850116603621,0.7007621904170043,0.8467284749103505
VotingClassifier,100.0,0.6124713776969624,0.07522820674537628,0.4349055875922883,0.5582034845976076,0.6058690190173223,0.676055582415696,0.7617520356537439
XGBClassifier,100.0,0.6372448079512107,0.07772706859389995,0.4565990674987112,0.5877724357915786,0.6356301263191559,0.6989344985262131,0.8095794065955162
