model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max,recall_count,recall_mean,recall_std,recall_min,recall_25%,recall_50%,recall_75%,recall_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
DESKL,100.0,0.7996238813190358,0.06922135375066021,0.569620253164557,0.7786624203821657,0.8407643312101911,0.8407643312101911,0.8607594936708861,100.0,0.20896033217769894,0.07982578174945411,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.24522292993630568,0.4394904458598726,100.0,0.16855325387730738,0.014976257701240166,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.17400395377128952,0.217391304347826,100.0,0.9940461538461538,0.02131267490880892,0.88,1.0,1.0,1.0,1.0,100.0,0.28788112653477615,0.020979987603032508,0.273224043715847,0.2747252747252747,0.2747252747252747,0.29596756519833445,0.3571428571428571,100.0,0.791674163117584,0.07841069180464197,0.5,0.7639146160856687,0.8049242424242424,0.8455303030303031,0.9103030303030304
DecisionTreeClassifier,100.0,0.8354369910505524,0.09710460044539625,0.4777070063694267,0.8407643312101911,0.8407643312101911,0.8407643312101911,1.3375796178343948,100.0,0.2802176892687253,0.2045462260628395,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.5008264129646054,0.7961783439490446,100.0,0.18486451624198758,0.05145313043149289,0.1525423728813559,0.1592356687898089,0.1592356687898089,0.18913246268656714,0.4186046511627907,100.0,0.9194923076923075,0.15119503720162514,0.36,0.94,1.0,1.0,1.0,100.0,0.30005456387911844,0.05279961991971723,0.2142857142857142,0.2747252747252747,0.2747252747252747,0.28338509316770183,0.5294117647058824,100.0,0.6026578154301838,0.07997842064832285,0.4772727272727273,0.5514772727272728,0.5897435897435896,0.6367045454545455,0.8325757575757575
Exponential,100.0,0.7952330081431913,0.08063603443399593,0.5379746835443038,0.7643312101910829,0.8254051439167944,0.8407643312101911,0.961783439490446,100.0,0.21906554865758282,0.08075105709774817,0.1528662420382165,0.1592356687898089,0.1783439490445859,0.2484076433121019,0.4620253164556962,100.0,0.1700096773519379,0.016462901898902208,0.1493506493506493,0.1592356687898089,0.1628681775740599,0.17465867465867463,0.2272727272727272,100.0,0.9900461538461539,0.02149229706903031,0.88,1.0,1.0,1.0,1.0,100.0,0.28983616702256365,0.02342374548288178,0.2569832402234637,0.2747252747252747,0.2801142426715209,0.2951183431952663,0.3703703703703703,100.0,0.7756940747848643,0.08277125190278933,0.5,0.739280303030303,0.7957575757575758,0.8259347231715654,0.9193939393939392
KNORAE,100.0,0.832201080383778,0.10296503878330965,0.5477707006369427,0.7818471337579618,0.8407643312101911,0.8869426751592357,1.0764331210191085,100.0,0.2713936144481173,0.11539955006078573,0.1464968152866242,0.1719745222929936,0.2165605095541401,0.3694267515923566,0.5506329113924051,100.0,0.1742742408226301,0.023655568846330854,0.1438356164383561,0.15898371361767313,0.1643835616438356,0.18589215888042798,0.2527472527472527,100.0,0.9279846153846154,0.0655103941271052,0.76,0.88,0.94,1.0,1.0,100.0,0.2923673058859226,0.03183477830031615,0.2456140350877192,0.2736631537861046,0.2807017543859649,0.3048126990546484,0.3931623931623931,100.0,0.7159056868570025,0.074124283187695,0.5,0.6768939393939395,0.7232575757575759,0.7631681476418318,0.8671212121212122
LogisticRegression,100.0,0.5686475046359751,0.13048597531293862,0.3248407643312102,0.4865254373941788,0.5605095541401274,0.6815286624203821,0.8535031847133758,100.0,0.6912807385310006,0.06910747141722612,0.1592356687898089,0.6671974522292994,0.7006369426751592,0.7213375796178343,0.7898089171974523,100.0,0.32366155665816715,0.04292686976489257,0.1592356687898089,0.29599271402550087,0.3228287841191067,0.34962406015037595,0.4259259259259259,100.0,0.819076923076923,0.07810161669665848,0.64,0.76,0.84,0.88,1.0,100.0,0.46236718325890386,0.051304874082372,0.2747252747252747,0.4329896907216495,0.4650406504065041,0.5,0.5822784810126582,100.0,0.8254860893492474,0.057142042904726846,0.4915151515151515,0.8020454545454545,0.8257575757575757,0.8566346153846154,0.9206060606060606
METADES,100.0,0.8044670644198986,0.09010389248058234,0.5222929936305732,0.7770700636942676,0.8248407643312102,0.841016286382327,1.0127388535031847,100.0,0.24932032572764654,0.10583492732961725,0.1582278481012658,0.16534306216238,0.2038216560509554,0.3200636942675159,0.5923566878980892,100.0,0.17357246574396903,0.021327933200500148,0.15,0.1592356687898089,0.1645569620253164,0.183206106870229,0.2705882352941176,100.0,0.9626307692307692,0.05200253553539343,0.76,0.96,1.0,1.0,1.0,100.0,0.2932646405986333,0.02872291345369954,0.2545454545454545,0.2747252747252747,0.2826086956521739,0.3076923076923077,0.4181818181818181,100.0,0.7623444248733722,0.07130219924419064,0.5,0.7290909090909091,0.7736363636363637,0.8008333333333333,0.8836363636363636
MLA,100.0,0.9239740385390631,0.1280806763747694,0.5126582278481012,0.8407643312101911,0.9047609449326777,0.987281302910586,1.3885350318471337,100.0,0.31929371926146893,0.14811970620099305,0.1528662420382165,0.1949225993711199,0.28980891719745216,0.3949044585987261,0.7133757961783439,100.0,0.17372692870610437,0.02759563004022248,0.1171171171171171,0.15805444771978494,0.1652892561983471,0.1818181818181818,0.2653061224489796,100.0,0.8307692307692307,0.14545327535157626,0.32,0.72,0.84,0.96,1.0,100.0,0.2835624045887669,0.03143182788978579,0.1911764705882352,0.2666666666666666,0.27548418432396327,0.2931717963565097,0.4,100.0,0.6277258167271325,0.07693225875563109,0.4267669172932331,0.5797348484848486,0.6370454545454547,0.6868793706293707,0.8536363636363636
RandomForestClassifier,100.0,0.7989643634604532,0.06552684817812685,0.5796178343949044,0.7694811739095381,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.2084806095299524,0.07644355658675311,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.2484076433121019,0.4522292993630573,100.0,0.16845864846336714,0.014464044438216491,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1748251748251748,0.2201834862385321,100.0,0.9948307692307692,0.020112076147358462,0.88,1.0,1.0,1.0,1.0,100.0,0.28779851255551353,0.020237947608258682,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2976190476190476,0.3582089552238806,100.0,0.7825269353453566,0.09272592889613696,0.5,0.7388636363636363,0.8025757575757575,0.8532575757575758,0.9557575757575758
SGDClassifier,100.0,0.9434011932596951,0.20717357168621223,0.4267515923566879,0.8105095541401275,0.9235668789808917,1.0966802386519392,1.3503184713375795,100.0,0.8145202773522534,0.06359962067712609,0.5477707006369427,0.7885592195436588,0.8285697008788196,0.8557909376763686,0.9044585987261148,100.0,0.4886236714485574,0.14371872866737168,0.2289156626506024,0.3785714285714285,0.46770833333333334,0.5733082706766917,0.8571428571428571,100.0,0.47272307692307697,0.16244292690242804,0.16,0.36,0.48,0.56,0.92,100.0,0.44577941157290424,0.08697862319705546,0.2580645161290322,0.3818286371477861,0.45090489025798997,0.5026595744680851,0.6666666666666666,100.0,0.6808272275969646,0.05756766362136776,0.5721804511278195,0.6328933566433568,0.683030303030303,0.7213578088578089,0.8230303030303029
StackingClassifier,100.0,0.5118793840199951,0.12027368845426234,0.3121019108280254,0.4442675159235669,0.49363057324840764,0.5923566878980892,0.8227848101265823,100.0,0.7297157945658307,0.05126875414595622,0.554140127388535,0.7054140127388535,0.732484076433121,0.7670422478432637,0.8417721518987342,100.0,0.35859083612449266,0.0474302901687096,0.2289156626506024,0.3279119318181818,0.35707057930685554,0.38993385696568833,0.5111111111111111,100.0,0.8318615384615384,0.0765964456110481,0.64,0.7923076923076924,0.84,0.8846153846153846,0.96,100.0,0.4988609160442553,0.05083813522310355,0.3495145631067961,0.4680851063829787,0.5,0.5324551074477479,0.647887323943662,100.0,0.8686447920500554,0.03713133611571357,0.7422556390977445,0.8484848484848485,0.87,0.8957954545454545,0.9379370629370628
VotingClassifier,100.0,0.5088643876481496,0.10853543056881551,0.2356687898089172,0.4324357010400709,0.514290897363541,0.589544868177054,0.7784810126582279,100.0,0.718395952592115,0.05669212447330948,0.5477707006369427,0.6863057324840764,0.7197452229299363,0.7579617834394905,0.821656050955414,100.0,0.35083342838412607,0.048124471410907484,0.2409638554216867,0.3157894736842105,0.3442622950819672,0.3870967741935484,0.4705882352941176,100.0,0.841876923076923,0.0751963397413033,0.64,0.8,0.84,0.88,1.0,100.0,0.4923363301717166,0.048698300245577766,0.3669724770642202,0.45563353803734796,0.4856950067476383,0.5244360902255639,0.631578947368421,100.0,0.8554007378586325,0.03883689202027345,0.7240675990675991,0.831590909090909,0.8543939393939395,0.8818181818181818,0.9478787878787878
