,mean,std,min,max
average_cost,-0.004723394068053423,0.020863310897050024,-0.11849384438792743,0.0214804978505998
accuracy,0.002497632832241596,0.011296932735003658,-0.0214804978505998,0.06116900362359612
precision,0.0007287681503332316,0.003421093454135445,-0.005433906862657295,0.016887924076702615
recall,0.0015403675970047659,0.007824847353545512,-0.004424778761061954,0.040000000000000036
f1,0.0011111386774761889,0.005201795935506026,-0.00805103854418121,0.02617948203172049
roc_auc,0.0819514270779736,0.049717597407368135,-0.05016917615010763,0.2035464465669401
