Metric,Model_A,Model_B,Mean_Diff,t-stat,p-value,is_significant,result,Metric,Model_A,Model_B,Mean_Diff,t-stat,p-value,is_significant,result,Metric,Model_A,Model_B,Mean_Diff,t-stat,p-value,is_significant,result,Metric,Model_A,Model_B,Mean_Diff,t-stat,p-value,is_significant,result,Metric,Model_A,Model_B,Mean_Diff,t-stat,p-value,is_significant,result,Metric,Model_A,Model_B,Mean_Diff,t-stat,p-value,is_significant,result
average_cost,XGBClassifier (Balanced + MEC),XGBClassifier (Balanced + STD),0.0011658469725066567,0.019025837700601185,0.984858785937671,False,No Diff,accuracy,XGBClassifier (Balanced + MEC),XGBClassifier (Balanced + STD),-0.38644319922599385,-10.078291853278717,7.383172691168707e-17,True,Worse,precision,XGBClassifier (Balanced + MEC),XGBClassifier (Balanced + STD),-0.25893324961117825,-12.065420785606547,3.718868486195314e-21,True,Worse,recall,XGBClassifier (Balanced + MEC),XGBClassifier (Balanced + STD),0.2682153846153844,8.04465980951226,1.9256307502767325e-12,True,Better,f1,XGBClassifier (Balanced + MEC),XGBClassifier (Balanced + STD),-0.2067597127128294,-8.297829517000826,5.500126429943028e-13,True,Worse,roc_auc,XGBClassifier (Balanced + MEC),XGBClassifier (Balanced + STD),-0.0006542983332458174,-0.0364121255472895,0.9710270657831931,False,No Diff
average_cost,XGBClassifier (Balanced + MEC),XGBClassifier (Baseline),-0.3504732725953399,-5.754401679416776,9.740416103209362e-08,True,Worse,accuracy,XGBClassifier (Balanced + MEC),XGBClassifier (Baseline),-0.4321849552527613,-11.21475010989783,2.503906687586434e-19,True,Worse,precision,XGBClassifier (Balanced + MEC),XGBClassifier (Baseline),-0.4652274190437533,-12.067299199219686,3.684683474742809e-21,True,Worse,recall,XGBClassifier (Balanced + MEC),XGBClassifier (Baseline),0.5446923076923075,15.58558626643077,2.141903099062673e-28,True,Better,f1,XGBClassifier (Balanced + MEC),XGBClassifier (Baseline),-0.15832256166939612,-4.919274118093795,3.4606227385247937e-06,True,Worse,roc_auc,XGBClassifier (Balanced + MEC),XGBClassifier (Baseline),0.002465192702034935,0.14381540176183977,0.885938579240084,False,No Diff
average_cost,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + MEC),-0.09665887285334207,-1.952626561387522,0.0536879262041474,False,No Diff,accuracy,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + MEC),0.11497742481657669,2.270721846751104,0.025330080241123428,True,Better,precision,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + MEC),0.02962434883793752,2.240365737338325,0.02730245214463422,True,Better,recall,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + MEC),-0.012707692307692642,-0.6667632166327988,0.5064743864962602,False,No Diff,f1,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + MEC),0.03921392840282811,2.215510565318683,0.02901630434804842,True,Better,roc_auc,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + MEC),0.004225635767740932,0.21472025340769738,0.8304271106918724,False,No Diff
average_cost,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + STD),0.06126864468273807,1.035041461632235,0.3031712390535901,False,No Diff,accuracy,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + STD),-0.314292509876643,-7.14746096761926,1.5280765043321616e-10,True,Worse,precision,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + STD),-0.16344746211153713,-6.581145714641445,2.241679695769548e-09,True,Worse,recall,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + STD),0.17609230769230766,4.829673067969894,4.988893512298909e-06,True,Better,f1,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + STD),-0.15344186339349325,-6.017711206325154,2.9963565605123904e-08,True,Worse,roc_auc,XGBClassifier (Balanced + MEC),XGBClassifier (Cost-sensitive + STD),0.005068704102914601,0.27781349388010557,0.7817348792994613,False,No Diff
average_cost,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + MEC),0.006878980891719677,0.11673726236789941,0.9073047511117676,False,No Diff,accuracy,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + MEC),-0.1024808514069177,-1.3345190305423922,0.18509509474204844,False,No Diff,precision,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + MEC),-0.05242931014821142,-1.684414646380406,0.09525186174131083,False,No Diff,recall,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + MEC),0.06641538461538443,1.9758296093361174,0.05095749897626699,False,No Diff,f1,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + MEC),-0.05067800181570836,-1.4657523632055491,0.14588474739228022,False,No Diff,roc_auc,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + MEC),0.03477528743186631,1.5018646303783671,0.13631504265201405,False,No Diff
average_cost,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + STD),-0.3187309521889867,-5.3098341415979675,6.744916442965042e-07,True,Worse,accuracy,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + STD),-0.40323913569297737,-9.945439443663597,1.4389001400005422e-16,True,Worse,precision,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + STD),-0.3425433532951263,-6.679687388066545,1.4121091424474853e-09,True,Worse,recall,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + STD),0.5025692307692305,13.081613191900717,2.635692915275571e-23,True,Better,f1,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + STD),-0.13610502556190995,-4.035843867376268,0.00010727958782434347,True,Worse,roc_auc,XGBClassifier (Balanced + MEC),XGBClassifier (SMOTE + STD),0.03600078824684083,1.5223206508687932,0.13111661448691803,False,No Diff
average_cost,XGBClassifier (Balanced + STD),XGBClassifier (Balanced + MEC),-0.0011658469725066567,-0.019025837700601185,0.984858785937671,False,No Diff,accuracy,XGBClassifier (Balanced + STD),XGBClassifier (Balanced + MEC),0.38644319922599385,10.078291853278717,7.383172691168707e-17,True,Better,precision,XGBClassifier (Balanced + STD),XGBClassifier (Balanced + MEC),0.25893324961117825,12.065420785606547,3.718868486195314e-21,True,Better,recall,XGBClassifier (Balanced + STD),XGBClassifier (Balanced + MEC),-0.2682153846153844,-8.04465980951226,1.9256307502767325e-12,True,Worse,f1,XGBClassifier (Balanced + STD),XGBClassifier (Balanced + MEC),0.2067597127128294,8.297829517000826,5.500126429943028e-13,True,Better,roc_auc,XGBClassifier (Balanced + STD),XGBClassifier (Balanced + MEC),0.0006542983332458174,0.0364121255472895,0.9710270657831931,False,No Diff
average_cost,XGBClassifier (Balanced + STD),XGBClassifier (Baseline),-0.35163911956784655,-4.894386009139673,3.832094511299413e-06,True,Worse,accuracy,XGBClassifier (Balanced + STD),XGBClassifier (Baseline),-0.045741756026767444,-3.996052596057863,0.0001240175931005152,True,Worse,precision,XGBClassifier (Balanced + STD),XGBClassifier (Baseline),-0.20629416943257506,-5.07142997673577,1.8443194008452486e-06,True,Worse,recall,XGBClassifier (Balanced + STD),XGBClassifier (Baseline),0.27647692307692306,6.076061686712432,2.3005330501883296e-08,True,Better,f1,XGBClassifier (Balanced + STD),XGBClassifier (Baseline),0.04843715104343327,1.3765651762221136,0.17175207143591553,False,No Diff,roc_auc,XGBClassifier (Balanced + STD),XGBClassifier (Baseline),0.0031194910352807526,0.16864848753829415,0.8664172232667349,False,No Diff
average_cost,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + MEC),-0.09782471982584873,-1.517548963284207,0.13231505538753155,False,No Diff,accuracy,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + MEC),0.5014206240425705,11.446499925845735,7.913539743215566e-20,True,Better,precision,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + MEC),0.28855759844911577,13.45603555974537,4.365712219137913e-24,True,Better,recall,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + MEC),-0.28092307692307705,-8.293323128322204,5.624490962069806e-13,True,Worse,f1,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + MEC),0.2459736411156575,9.936578271969642,1.5043967502033744e-16,True,Better,roc_auc,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + MEC),0.004879934100986749,0.2704085515700112,0.7874088856455622,False,No Diff
average_cost,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + STD),0.060102797710231415,0.9148765540845392,0.36247940518303057,False,No Diff,accuracy,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + STD),0.07215068934935087,3.4992564790466667,0.0007008000633839144,True,Better,precision,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + STD),0.0954857874996411,3.3287046808902185,0.001226182152280379,True,Better,recall,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + STD),-0.09212307692307675,-1.9895948154820824,0.04939415442175107,True,Worse,f1,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + STD),0.05331784931933614,2.0004683604059763,0.04818827426158185,True,Better,roc_auc,XGBClassifier (Balanced + STD),XGBClassifier (Cost-sensitive + STD),0.005723002436160418,0.34227834287367087,0.7328670191570886,False,No Diff
