model,recall_count,recall_mean,recall_std,recall_min,recall_25%,recall_50%,recall_75%,recall_max
XGBClassifier (Baseline),100.0,0.4258615384615385,0.08600739439433484,0.2,0.36,0.42000000000000004,0.48,0.64
XGBClassifier (Cost-sensitive + Minimum Expected Cost),100.0,0.9832615384615384,0.03404917565872441,0.84,0.9611538461538461,1.0,1.0,1.0
XGBClassifier (Cost-sensitive + Standard Threshold),100.0,0.7944615384615383,0.09068108398276767,0.56,0.76,0.8,0.8546153846153846,0.9615384615384616
XGBClassifier (SMOTE + Minimum Expected Cost),100.0,0.9041384615384613,0.08545047964721039,0.72,0.84,0.92,1.0,1.0
XGBClassifier (SMOTE + Standard Threshold),100.0,0.46798461538461544,0.09973216058583731,0.2,0.4,0.48,0.5438461538461539,0.68
