model,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max
XGBClassifier (Balanced + MEC),100.0,0.22437315040930297,0.031632983438368394,0.1612903225806451,0.1984126984126984,0.22485751057179626,0.2449479791916766,0.3086419753086419
XGBClassifier (Balanced + STD),100.0,0.4833064000204812,0.056004141385927776,0.3695652173913043,0.4473684210526316,0.48106591865357645,0.521578947368421,0.6153846153846154
XGBClassifier (Baseline),100.0,0.6896005694530563,0.10381768723303836,0.4166666666666667,0.6143162393162394,0.6923076923076923,0.75,1.0
XGBClassifier (Cost-sensitive + MEC),100.0,0.19474880157136545,0.028915480142610844,0.1582278481012658,0.1700680272108843,0.19125318066157754,0.221077935222672,0.2666666666666666
XGBClassifier (Cost-sensitive + STD),100.0,0.3878206125208401,0.06064540481377909,0.273972602739726,0.33914170506912444,0.38686000716075897,0.4251329787234043,0.5555555555555556
XGBClassifier (SMOTE + MEC),100.0,0.2768024605575144,0.08365847411270591,0.1582278481012658,0.2028422501966955,0.27664753955833765,0.34542624521072796,0.5116279069767442
XGBClassifier (SMOTE + STD),100.0,0.5669165037044293,0.1458234461867757,0.25,0.4635989010989011,0.5669642857142857,0.6704545454545454,0.9090909090909092
