,mean,std,min,max
average_cost,-0.09527041580853458,0.14108897770929812,-0.3846615222100871,0.21508856429069795
accuracy,0.017203555150263297,0.03537693536932342,-0.06619702459994148,0.12908104701672263
precision,0.02549025518371279,0.04821183754625351,-0.0981944884383909,0.15892053973013492
recall,0.054376945768096194,0.08769951429030318,-0.1323893805309735,0.2453097345132743
specificity,0.010151717156387161,0.04004453784274707,-0.07808318678798076,0.13231133878736911
f1,0.03636485928553781,0.05482587285208394,-0.08280479210711766,0.16551131592821855
roc_auc,0.0316721976947042,0.04945848295230844,-0.07415330617366989,0.1732627922493355
average_precision,0.033237716458343475,0.09652773021760983,-0.1742375364402845,0.3262976810671327
