model,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
DESKL,100.0,0.5149924957891553,0.0723033988708739,0.3728813559322034,0.4677304964539007,0.5042372881355932,0.5581761006289309,0.7755102040816326
DecisionTreeClassifier,100.0,0.3604106790271859,0.07179712486810942,0.0,0.3248196248196248,0.3636363636363636,0.4044573121465122,0.5405405405405406
Exponential,100.0,0.486667226489544,0.07410419817888104,0.3137254901960784,0.43021978021978025,0.4736517719568567,0.5298713235294118,0.7
KNORAE,100.0,0.4178029361827322,0.07070228884745589,0.2461538461538461,0.36858974358974356,0.4252359662195727,0.47003367003367,0.5573770491803278
LogisticRegression,100.0,0.5023122720884734,0.05845565453831224,0.2972972972972973,0.4738970588235294,0.5072524700441454,0.5428571428571428,0.6285714285714286
METADES,100.0,0.48392370726361605,0.08757354352578124,0.2105263157894736,0.4433333333333333,0.4833147942157954,0.5312925170068028,0.7017543859649122
MLA,100.0,0.35449215404592105,0.09060033818359993,0.1311475409836065,0.2962962962962963,0.35309503051438534,0.415216858613085,0.5333333333333333
RandomForestClassifier,100.0,0.5124547365677239,0.06493182481580828,0.375,0.4666666666666667,0.5085137085137085,0.5522546419098143,0.6909090909090909
SGDClassifier,100.0,0.45459257788484786,0.07526198392495934,0.2272727272727272,0.41261755485893414,0.45403857745629894,0.5061003507701692,0.6567164179104478
StackingClassifier,100.0,0.5452599941471354,0.057861193272478066,0.40625,0.505,0.5469208211143695,0.5846153846153846,0.696969696969697
VotingClassifier,100.0,0.50882522848698,0.07440178048160423,0.352,0.44766300078554594,0.5166852057842046,0.5620782726045883,0.6896551724137931
XGBClassifier,100.0,0.5698548998145796,0.059831983691324045,0.4333333333333333,0.5290032679738562,0.5714285714285714,0.6108529250956807,0.71875
