Metric,Model_A,Model_B,Mean_Diff,t-stat,p-value,is_significant,result
average_cost,DESKL,DecisionTreeClassifier,-0.06966177537692486,-0.8378007904322258,0.4041606919067885,False,No Diff
average_cost,DESKL,Exponential,-0.01363903894219165,-0.19589487852953102,0.8450939763197751,False,No Diff
average_cost,DESKL,KNORAE,-0.12432032572764662,-1.5940644499455612,0.11410935200618136,False,No Diff
average_cost,DESKL,LogisticRegression,0.16547004756913652,2.4390427476559724,0.016506645261129684,True,Better
average_cost,DESKL,METADES,-0.11138272998468135,-1.6414980923501667,0.10386722658456808,False,No Diff
average_cost,DESKL,MLA,-0.2835233411271466,-3.4638294386748307,0.0007883609666466065,True,Worse
average_cost,DESKL,RandomForestClassifier,0.0775389018785777,1.1659705735709343,0.24642765324303792,False,No Diff
average_cost,DESKL,SGDClassifier,0.10596871724582757,1.4470790104202234,0.15103387007473137,False,No Diff
average_cost,DESKL,StackingClassifier,0.23509836329920175,3.306142013130951,0.0013185223082137598,True,Better
average_cost,DESKL,VotingClassifier,0.14199064742401024,1.9583587093942643,0.05300211015436212,False,No Diff
average_cost,DESKL,XGBClassifier,0.18931831008626943,2.589645619909456,0.011055486941917715,True,Better
average_cost,DecisionTreeClassifier,DESKL,0.06966177537692486,0.8378007904322258,0.4041606919067885,False,No Diff
average_cost,DecisionTreeClassifier,Exponential,0.05602273643473321,0.6287815300831359,0.5309402105474365,False,No Diff
average_cost,DecisionTreeClassifier,KNORAE,-0.05465855035072176,-0.6004744737118711,0.5495622420171811,False,No Diff
average_cost,DecisionTreeClassifier,LogisticRegression,0.2351318229460614,2.550663528435412,0.012283608794030796,True,Better
average_cost,DecisionTreeClassifier,METADES,-0.04172095460775649,-0.4452722795624049,0.657095112610842,False,No Diff
average_cost,DecisionTreeClassifier,MLA,-0.21386156575022175,-2.0667465643939695,0.04136817794919313,True,Worse
average_cost,DecisionTreeClassifier,RandomForestClassifier,0.14720067725550257,1.7578049701218872,0.08187156979642587,False,No Diff
average_cost,DecisionTreeClassifier,SGDClassifier,0.17563049262275243,1.8726016044149696,0.06407435554769546,False,No Diff
average_cost,DecisionTreeClassifier,StackingClassifier,0.3047601386761266,3.758259012529397,0.000289400695621179,True,Better
average_cost,DecisionTreeClassifier,VotingClassifier,0.2116524228009351,2.417519966202276,0.017456110398370743,True,Better
average_cost,DecisionTreeClassifier,XGBClassifier,0.2589800854631943,2.7463489090649595,0.007159421455960149,True,Better
average_cost,Exponential,DESKL,0.01363903894219165,0.19589487852953102,0.8450939763197751,False,No Diff
average_cost,Exponential,DecisionTreeClassifier,-0.05602273643473321,-0.6287815300831359,0.5309402105474365,False,No Diff
average_cost,Exponential,KNORAE,-0.11068128678545497,-1.446712685077806,0.15113627169012986,False,No Diff
average_cost,Exponential,LogisticRegression,0.17910908651132817,2.3655261524263667,0.019953087816153566,True,Better
average_cost,Exponential,METADES,-0.0977436910424897,-1.3949675003547386,0.16614747364644436,False,No Diff
average_cost,Exponential,MLA,-0.26988430218495496,-3.0318136272292486,0.0031029539168654537,True,Worse
average_cost,Exponential,RandomForestClassifier,0.09117794082076935,1.292320462943527,0.1992545160531404,False,No Diff
average_cost,Exponential,SGDClassifier,0.11960775618801922,1.5838395603978264,0.11641962981887335,False,No Diff
average_cost,Exponential,StackingClassifier,0.2487374022413934,3.71074355845202,0.0003414264558318828,True,Better
average_cost,Exponential,VotingClassifier,0.1556296863662019,2.195549301048858,0.030460045791941587,True,Better
average_cost,Exponential,XGBClassifier,0.20295734902846108,2.7280214293480203,0.007539483663091706,True,Better
average_cost,KNORAE,DESKL,0.12432032572764662,1.5940644499455612,0.11410935200618136,False,No Diff
average_cost,KNORAE,DecisionTreeClassifier,0.05465855035072176,0.6004744737118711,0.5495622420171811,False,No Diff
average_cost,KNORAE,Exponential,0.11068128678545497,1.446712685077806,0.15113627169012986,False,No Diff
average_cost,KNORAE,LogisticRegression,0.28979037329678314,3.8857138907471946,0.0001845135008472367,True,Better
average_cost,KNORAE,METADES,0.012937595742965269,0.15331336897496123,0.8784632242474943,False,No Diff
average_cost,KNORAE,MLA,-0.1592030153995,-1.7948637771511382,0.07572704765024066,False,No Diff
average_cost,KNORAE,RandomForestClassifier,0.20185922760622432,2.8235815154565733,0.0057422233185252065,True,Better
average_cost,KNORAE,SGDClassifier,0.2302890429734742,2.790926501630024,0.006306784852056115,True,Better
