model,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
KNORAE (Balanced + MEC),100.0,0.7249589327339327,0.0531301225910812,0.5875757575757576,0.6925797448165869,0.7251165501165501,0.7534877622377623,0.8633333333333333
KNORAE (Balanced + STD),100.0,0.7336712033580456,0.0574708880682698,0.5800000000000001,0.7009469696969697,0.7341666666666666,0.769090909090909,0.8615151515151516
KNORAE (Baseline),100.0,0.7165541178120124,0.06543148662663986,0.5,0.6901376255323625,0.7253030303030303,0.7586742424242424,0.8339393939393941
KNORAE (Cost-sensitive + MEC),100.0,0.7404987494961179,0.053848473486448716,0.6077272727272728,0.7015151515151516,0.7401515151515151,0.7815470494417862,0.84
KNORAE (Cost-sensitive + STD),100.0,0.7395720936957781,0.058333534071521094,0.5422727272727274,0.7055365686944635,0.7386363636363636,0.7779166666666667,0.8524184149184149
KNORAE (SMOTE + MEC),100.0,0.7012832281753333,0.06155529476352172,0.4601515151515152,0.668245898838004,0.7046969696969697,0.7352651515151516,0.8583333333333334
KNORAE (SMOTE + STD),100.0,0.703691577720525,0.0562329186977382,0.5730303030303032,0.6635606060606061,0.7021212121212121,0.7388704716336295,0.8487878787878788
