model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max
KNORAE (Balanced + MEC),100.0,0.8374820607917441,0.033665404499107036,0.7961783439490446,0.821656050955414,0.8343949044585988,0.8407643312101911,1.0764331210191085
KNORAE (Balanced + STD),100.0,0.91041522212368,0.1677697070140511,0.5569620253164557,0.7770700636942676,0.910828025477707,1.03343949044586,1.286624203821656
KNORAE (Baseline),100.0,1.217118035959042,0.15052695255991802,0.7515923566878981,1.1251914859308234,1.2222244618237523,1.310620414415867,1.6455696202531649
KNORAE (Cost-sensitive + MEC),100.0,0.8397702168830123,0.0471820036865558,0.7215189873417721,0.8089171974522293,0.8343949044585988,0.8678343949044587,1.0318471337579618
KNORAE (Cost-sensitive + STD),100.0,0.8514649681528662,0.16592307470648682,0.4430379746835443,0.7388535031847133,0.8471337579617835,0.9762355881641538,1.3121019108280254
KNORAE (SMOTE + MEC),100.0,0.8422446182375232,0.0240479462086896,0.7898089171974523,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.9681528662420382
KNORAE (SMOTE + STD),100.0,0.9979617834394903,0.16866944827257763,0.4713375796178344,0.909235668789809,0.987301459324357,1.0987261146496814,1.356687898089172
