model,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max
KNORAE (Balanced + MEC),100.0,0.16096760674751387,0.0035636799579436594,0.14,0.1592356687898089,0.1612903225806451,0.1632653061224489,0.1688311688311688
KNORAE (Balanced + STD),100.0,0.34755870612667705,0.059528890154480055,0.2,0.30598072562358275,0.3473824312333629,0.39050901378579006,0.4857142857142857
KNORAE (Baseline),100.0,0.4766204838706858,0.1648649738976416,0.0,0.3846153846153846,0.4615384615384615,0.5384615384615384,1.0
KNORAE (Cost-sensitive + MEC),100.0,0.16240038653363975,0.005672577038759272,0.1428571428571428,0.1592356687898089,0.1612903225806451,0.1644736842105263,0.1857142857142857
KNORAE (Cost-sensitive + STD),100.0,0.32717036919876996,0.05364010965440881,0.2,0.29575163398692805,0.32495285983658073,0.35666666666666663,0.4871794871794871
KNORAE (SMOTE + MEC),100.0,0.1601181566112246,0.003252920777699898,0.1483870967741935,0.1592356687898089,0.1592356687898089,0.1602564102564102,0.1714285714285714
KNORAE (SMOTE + STD),100.0,0.32641682734981364,0.06327169815875111,0.175,0.2857142857142857,0.3225806451612903,0.3617424242424242,0.5238095238095238
