model,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max
DESKL,100.0,0.6526735467225672,0.07457473028484055,0.4585987261146497,0.6114649681528662,0.6624203821656051,0.7011106183987744,0.802547770700637
DecisionTreeClassifier,100.0,0.4674631137627994,0.13469978359208712,0.1582278481012658,0.4140127388535032,0.464968152866242,0.5605095541401274,0.7515923566878981
Exponential,100.0,0.6992344594049825,0.04442588669995062,0.5859872611464968,0.6640228170603886,0.6962025316455697,0.7261146496815286,0.8343949044585988
KNORAE,100.0,0.7382298637426427,0.0396852810836461,0.6305732484076433,0.708397161976941,0.7388535031847133,0.7647041038458438,0.8291139240506329
LogisticRegression,100.0,0.6780609529952432,0.0477046412611539,0.5414012738853503,0.643312101910828,0.6847133757961783,0.7133757961783439,0.7961783439490446
METADES,100.0,0.7317471579456583,0.06111146702045253,0.4777070063694267,0.7006369426751592,0.7388535031847133,0.7770700636942676,0.8544303797468354
MLA,100.0,0.5687982746109812,0.0927268643309933,0.3544303797468354,0.49920382165605093,0.565085060066113,0.6369426751592356,0.7898089171974523
RandomForestClassifier,100.0,0.537679190518423,0.11717696898456076,0.2038216560509554,0.47292993630573243,0.5619003466903169,0.6305732484076433,0.7261146496815286
SGDClassifier,100.0,0.6423675723615254,0.1168429995113432,0.267515923566879,0.5914194146577441,0.6687898089171974,0.7201886640328952,0.8407643312101911
StackingClassifier,100.0,0.7271111827783601,0.05061489511220961,0.5987261146496815,0.6878980891719745,0.732484076433121,0.7643312101910829,0.8164556962025317
VotingClassifier,100.0,0.5637390147544948,0.1763109517303356,0.1592356687898089,0.4745222929936305,0.6337579617834395,0.6947512698540675,0.7898089171974523
XGBClassifier,100.0,0.758701523824881,0.05291950160979792,0.6305732484076433,0.7261146496815286,0.7643312101910829,0.7961783439490446,0.8662420382165605
