model,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max
DESKL,100.0,0.3004162589569799,0.04846615660038367,0.2,0.26462136578769435,0.2979023799919322,0.32793288934426224,0.4375
DecisionTreeClassifier,100.0,0.21791470288158632,0.040115948826569596,0.1575342465753424,0.19373593398349587,0.21114551083591326,0.23493785548767637,0.3478260869565217
Exponential,100.0,0.32190383954666174,0.0416589862790437,0.2435897435897435,0.2969600725952813,0.3162280701754385,0.33982336411079883,0.4857142857142857
KNORAE,100.0,0.3271703691987699,0.05364010965440881,0.2,0.29575163398692805,0.32495285983658073,0.35666666666666663,0.4871794871794871
LogisticRegression,100.0,0.3136428318907914,0.03979077509341079,0.208955223880597,0.2871819960861057,0.31400560224089635,0.3426702105908812,0.4363636363636363
METADES,100.0,0.3525908021303142,0.05878809774234849,0.2,0.3096816976127321,0.35239651416122,0.38922764227642276,0.5277777777777778
MLA,100.0,0.24216017724789193,0.04166065371466583,0.1294117647058823,0.21556022041458933,0.2364589400116482,0.26369495166487644,0.3823529411764705
RandomForestClassifier,100.0,0.2568581445694675,0.04383073119961356,0.1666666666666666,0.2222222222222222,0.2574186113511956,0.2943061840120663,0.35
SGDClassifier,100.0,0.29765768086147426,0.06428310481427131,0.1727272727272727,0.25,0.29701013096120576,0.3333333333333333,0.5
StackingClassifier,100.0,0.35703459136672167,0.047728953104558686,0.2567567567567567,0.3181818181818182,0.35889929742388754,0.39019896831245393,0.4693877551020408
VotingClassifier,100.0,0.2719784065390589,0.06896115645546436,0.1476510067114094,0.2173746813933729,0.28291753291753285,0.3172101449275362,0.4259259259259259
XGBClassifier,100.0,0.3878206125208402,0.06064540481377909,0.273972602739726,0.33914170506912444,0.38686000716075897,0.4251329787234043,0.5555555555555556
