model,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
DESKL,100.0,0.826768542860648,0.047043452806403825,0.7003030303030303,0.7920658508158508,0.8298484848484848,0.8628787878787879,0.9193939393939394
DecisionTreeClassifier,100.0,0.6751145315211105,0.07078280253438653,0.5,0.6355987762237763,0.6824242424242424,0.7228787878787879,0.804341491841492
Exponential,100.0,0.8177394947158105,0.04628535533092391,0.6521212121212121,0.7884848484848486,0.8147668997668998,0.8521969696969698,0.916060606060606
KNORAE,100.0,0.7395720936957779,0.058333534071521094,0.5422727272727274,0.7055365686944635,0.7386363636363636,0.7779166666666667,0.8524184149184149
LogisticRegression,100.0,0.8372360542965805,0.044871082209013376,0.7033799533799534,0.8104545454545454,0.8428787878787878,0.8640821678321678,0.9366666666666668
METADES,100.0,0.8272708142734458,0.050639030229238,0.6757575757575758,0.7986363636363636,0.8274242424242424,0.8621212121212121,0.9423076923076924
MLA,100.0,0.6990162122964755,0.06298158028891868,0.4903759398496241,0.6584090909090909,0.7019696969696969,0.7303030303030303,0.8522727272727273
RandomForestClassifier,100.0,0.8424284811679548,0.0412878135174043,0.7217365967365968,0.8135606060606061,0.8483333333333334,0.8683566433566433,0.9254545454545456
SGDClassifier,100.0,0.7232474170566278,0.0715028837340321,0.498030303030303,0.685719696969697,0.7237062937062937,0.7731060606060606,0.8742424242424243
StackingClassifier,100.0,0.8696959224985541,0.03893847149173461,0.74504662004662,0.8434090909090909,0.8745454545454545,0.8976136363636363,0.9424242424242424
VotingClassifier,100.0,0.8385815798236851,0.047223242797792775,0.6854545454545455,0.8140151515151516,0.8448484848484847,0.8711363636363637,0.9136363636363636
XGBClassifier,100.0,0.863100340887183,0.03608046926527803,0.7473776223776224,0.8359848484848484,0.8652680652680653,0.8883333333333333,0.9336363636363636
