model,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max
DESKL,100.0,0.5014977153048481,0.08848268247533828,0.2920817046869192,0.43909120492304093,0.5064427702392754,0.5627735410808157,0.6975994340510031
DecisionTreeClassifier,100.0,0.261831925452903,0.06333219941451577,0.15948025477707,0.22330280054415638,0.25485992301100213,0.2980197902685079,0.4292994875972695
Exponential,100.0,0.42337610612531956,0.09563498932545184,0.1990177616708194,0.35522340892820076,0.41821357676975,0.49369052791943135,0.6249930699360171
KNORAE,100.0,0.3636970792963201,0.0889540114306047,0.1594141664442155,0.3116747564617332,0.3577806523620718,0.41296037900056387,0.6610577667865265
LogisticRegression,100.0,0.5644476356973801,0.088311258016564,0.3562096805351202,0.5064003933797536,0.5596510921123867,0.6359553188924587,0.7181157419716239
METADES,100.0,0.41735754117073465,0.09007943969069715,0.1884805937989432,0.35339222486265465,0.4260330449623389,0.48117540907978373,0.6010164150889015
MLA,100.0,0.3008783589149349,0.08402603163700535,0.154243383030708,0.23423054923272352,0.2952191029859989,0.3577742050081765,0.57903717860262
RandomForestClassifier,100.0,0.5088900626196026,0.08883869005565806,0.3236420634430448,0.43644181219116746,0.5162913437790854,0.5754176268480464,0.675162299850651
SGDClassifier,100.0,0.4808596625657017,0.1256442807057514,0.1853158891375452,0.3915590818064735,0.49962995244515457,0.5678064162235914,0.7200721779702355
StackingClassifier,100.0,0.6375272047696611,0.08152981318596969,0.4724777095275519,0.5755318448852844,0.6507475478627206,0.7021439078493347,0.8244038468981096
VotingClassifier,100.0,0.6049251258161511,0.0816529421767869,0.4428084941623749,0.543716493886304,0.6108390008810205,0.6770008202601353,0.7760371355005098
XGBClassifier,100.0,0.5744891669165707,0.10477156500396549,0.3006953400373337,0.5085284853441425,0.579639986793338,0.6490526865332366,0.8347917982938218
