model,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
DESKL,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739
DecisionTreeClassifier,100.0,0.2778672273381904,0.01012452107550634,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.3410852713178294
Exponential,100.0,0.2754095370591545,0.0024992900000572566,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739
KNORAE,100.0,0.2757903885149385,0.005024893851727709,0.2555555555555555,0.2747252747252747,0.2747252747252747,0.2762430939226519,0.2909090909090909
LogisticRegression,100.0,0.31350555441406597,0.025057063378760708,0.2747252747252747,0.2954229028889662,0.3081671415004748,0.3289473684210526,0.396551724137931
METADES,100.0,0.2754549964215912,0.002530089044525369,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2841530054644808
MLA,100.0,0.2764233847106104,0.005590766164863392,0.2651933701657458,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2994011976047904
RandomForestClassifier,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739
SGDClassifier,100.0,0.3414274211923989,0.05556407872088993,0.2762430939226519,0.3063888888888888,0.3223641480840008,0.3611793611793611,0.5316455696202531
StackingClassifier,100.0,0.4296545390947875,0.04661706020921835,0.3410852713178294,0.3953203012608953,0.4210526315789473,0.4603846153846154,0.5901639344262295
VotingClassifier,100.0,0.279914990846863,0.011941714227465946,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2823861748089066,0.3311258278145695
XGBClassifier,100.0,0.4137731889174587,0.09106030240700402,0.273224043715847,0.33727099582804276,0.4158805031446541,0.48950957251508,0.6470588235294118
