model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max
DESKL,100.0,0.8403329839554948,0.0016657955207305922,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
DecisionTreeClassifier,100.0,0.8346641941465776,0.023870929704370953,0.7133757961783439,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8598726114649682
Exponential,100.0,0.8401419011529471,0.0025019247117517617,0.821656050955414,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
KNORAE,100.0,0.8422446182375235,0.024047946208689604,0.7898089171974523,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.9681528662420382
LogisticRegression,100.0,0.7164165927598163,0.07264399142420952,0.535031847133758,0.6624203821656051,0.7261146496815286,0.7733814399741998,0.8407643312101911
METADES,100.0,0.8399512214786747,0.002499710900716594,0.8280254777070064,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
MLA,100.0,0.8395767153108121,0.022843475288772726,0.740506329113924,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.9044585987261148
RandomForestClassifier,100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342
SGDClassifier,100.0,0.6984455373699913,0.10336185310693079,0.4522292993630573,0.6550129001048133,0.7006369426751592,0.7643312101910829,1.0318471337579618
StackingClassifier,100.0,0.531588325405144,0.09954653737781544,0.3312101910828025,0.47225469644440854,0.5286624203821656,0.5987261146496815,0.8734177215189873
VotingClassifier,100.0,0.8243211319841974,0.04187588515021937,0.6392405063291139,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8535031847133758
XGBClassifier,100.0,0.5910634523905507,0.14103938147994632,0.2993630573248407,0.4904458598726114,0.5796178343949044,0.6836148512456663,0.9050632911392406
