model,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
DESKL,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739
DecisionTreeClassifier,100.0,0.27678648688125307,0.006589897784872004,0.2696629213483146,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.3144654088050314
Exponential,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739
KNORAE,100.0,0.2770259922286434,0.005903133915767663,0.24,0.2747252747252747,0.2777777777777778,0.2793296089385474,0.2888888888888888
LogisticRegression,100.0,0.30894217097537235,0.02110650869449804,0.273224043715847,0.2923976608187134,0.3062404751670509,0.325,0.3511450381679389
METADES,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739
MLA,100.0,0.27851538599733283,0.011220906955851085,0.2555555555555555,0.2747252747252747,0.2747252747252747,0.2826086956521739,0.3287671232876712
RandomForestClassifier,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739
SGDClassifier,100.0,0.39779272340337846,0.08754848850267412,0.2777777777777778,0.31461462287506187,0.38278388278388276,0.47169117647058817,0.59375
StackingClassifier,100.0,0.27680143520156636,0.007241647625041102,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.3333333333333333
VotingClassifier,100.0,0.2769229258464961,0.006434164749120521,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.3157894736842105
XGBClassifier,100.0,0.3630951871017502,0.04097498836591185,0.2777777777777778,0.3311258278145695,0.36297760210803687,0.3909735251198666,0.4716981132075472
