,mean,std,min,max
average_cost,-0.017142505848785166,0.10460002925060727,-0.2743444892079856,0.21806846571087757
accuracy,0.0024508075809559758,0.011001532301931875,-0.021030361684409526,0.03930854206577972
precision,0.030550020534923502,0.15402942130978162,-0.25531914893617025,0.9069767441860463
recall,0.010407367067544034,0.06639709477957938,-0.13840707964601773,0.1725663716814159
specificity,0.0009775250497219112,0.004717282833619636,-0.010092514718250789,0.023574687157529972
f1,0.02076121369046346,0.1015039435934287,-0.1902610441767069,0.2899628252788104
roc_auc,0.03972851946117988,0.04955982604235429,-0.10323624689627209,0.1333360943327302
average_precision,0.054179256242191595,0.10530156164689074,-0.24730188916617368,0.2591504923797312
