Model,Mean_TPR,Std_TPR,Mean_FPR,Std_FPR,Distance_to_Ideal
DecisionTreeClassifier,0.5604769230545934,0.17123007669355264,0.29376110731151533,0.14526787035794006,0.5286550135357135
