model,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
StackingClassifier (Balanced + MEC),100.0,0.8686460863697705,0.034020570842635614,0.7485431235431236,0.8465909090909092,0.8703522792996478,0.8906060606060606,0.936969696969697
StackingClassifier (Balanced + STD),100.0,0.8688667840930998,0.0375179980875342,0.7497086247086248,0.8446212121212121,0.8693939393939394,0.8941666666666666,0.9448484848484848
StackingClassifier (Baseline),100.0,0.8692765707976234,0.03469158759887507,0.7674825174825174,0.8498397435897436,0.8722989291410344,0.8898484848484849,0.9387878787878788
StackingClassifier (Cost-sensitive + MEC),100.0,0.8687211735632786,0.03700352317521273,0.7628205128205129,0.8470003023292496,0.8704545454545454,0.8975757575757575,0.9469696969696968
StackingClassifier (Cost-sensitive + STD),100.0,0.869695922498554,0.03893847149173461,0.74504662004662,0.8434090909090909,0.8745454545454545,0.8976136363636363,0.9424242424242424
StackingClassifier (SMOTE + MEC),100.0,0.8615010743642323,0.041200975941674975,0.7424242424242425,0.8387878787878789,0.865,0.8881818181818181,0.937878787878788
StackingClassifier (SMOTE + STD),100.0,0.8639147168620853,0.038319720286400176,0.7424242424242424,0.8392628205128205,0.8660606060606061,0.8891287878787879,0.942121212121212
