model,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max
StackingClassifier (Baseline),100.0,0.744202772373825,0.11092315039240304,0.4117647058823529,0.6666666666666666,0.7416666666666667,0.8045454545454546,1.0
StackingClassifier (Cost-sensitive + Minimum Expected Cost),100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164
StackingClassifier (Cost-sensitive + Standard Threshold),100.0,0.3570345913667216,0.047728953104558686,0.2567567567567567,0.3181818181818182,0.35889929742388754,0.39019896831245393,0.4693877551020408
StackingClassifier (SMOTE + Minimum Expected Cost),100.0,0.28452883666376333,0.04442452836071344,0.2115384615384615,0.2528130671506352,0.2763157894736842,0.3053252032520325,0.5
StackingClassifier (SMOTE + Standard Threshold),100.0,0.5746042095871172,0.08375713082697778,0.3529411764705882,0.5185185185185185,0.5714285714285714,0.635,0.75
