model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max,recall_count,recall_mean,recall_std,recall_min,recall_25%,recall_50%,recall_75%,recall_max,specificity_count,specificity_mean,specificity_std,specificity_min,specificity_25%,specificity_50%,specificity_75%,specificity_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max,average_precision_count,average_precision_mean,average_precision_std,average_precision_min,average_precision_25%,average_precision_50%,average_precision_75%,average_precision_max
DESKL,100.0,0.8943993388696283,0.14661764672994992,0.445859872611465,0.8073248407643312,0.9015963879706523,0.987281302910586,1.2025316455696202,100.0,0.8155289042973475,0.042346962821957004,0.6815286624203821,0.7908066596791099,0.8164556962025317,0.8471337579617835,0.8980891719745223,100.0,0.4515793026259384,0.10069417684308918,0.2340425531914893,0.37753378378378377,0.4422222222222222,0.5204347826086957,0.7857142857142857,100.0,0.5057538461538462,0.09621927719375034,0.28,0.44,0.5,0.56,0.76,100.0,0.8743386876281615,0.05214127574039274,0.7121212121212122,0.8465909090909092,0.8863636363636364,0.9109848484848485,0.9772727272727272,100.0,0.4691936250051071,0.07701215129936329,0.2950819672131147,0.4115646258503401,0.46265328874024525,0.5255180946489328,0.7037037037037037,100.0,0.7907749745868167,0.04851344378125438,0.6443939393939393,0.7623484848484849,0.7928787878787878,0.818030303030303,0.9351515151515152,100.0,0.5145891506822838,0.08210915059167892,0.3320530221461719,0.4613812219462497,0.5047589847165103,0.5675193117949886,0.7773326621624272
DecisionTreeClassifier,100.0,0.9484975409175199,0.18808105620598597,0.6050955414012739,0.7818471337579618,0.9363057324840764,1.101427074094977,1.5923566878980893,100.0,0.6830081431911633,0.10114667619475055,0.4012738853503185,0.5942917036200919,0.7070063694267515,0.7531847133757963,0.8535031847133758,100.0,0.28392613521224436,0.07676777772950996,0.0,0.23560259344012197,0.2816666666666667,0.3161103979460847,0.5357142857142857,100.0,0.5604769230769231,0.17123007670037438,0.0,0.4,0.56,0.68,0.96,100.0,0.7062388926862612,0.14526787035903918,0.2954545454545454,0.6041666666666667,0.7424242424242424,0.803030303030303,1.0,100.0,0.36126256112720995,0.06854292558355511,0.0,0.32578031212484987,0.35538545653362497,0.39445885841363965,0.5660377358490566,100.0,0.6575267167043484,0.05905514204163131,0.5,0.6206439393939395,0.6599999999999999,0.7070454545454545,0.7701515151515151,100.0,0.26606943211813866,0.06182004861823061,0.1592356687898089,0.21975009004673948,0.25422794598510956,0.30404504544182376,0.4613550220480157
Exponential,100.0,0.9030262839635571,0.14319214055134624,0.5414012738853503,0.8136942675159236,0.9140127388535032,0.9936305732484076,1.2215189873417722,100.0,0.7765197935983232,0.049431533871345155,0.6560509554140127,0.7452229299363057,0.7770700636942676,0.8152866242038217,0.8789808917197452,100.0,0.3762015312147939,0.08679544826391597,0.2156862745098039,0.3071581196581197,0.36266924564796904,0.43437499999999996,0.6086956521739131,100.0,0.5270769230769231,0.08804940989846448,0.32,0.47538461538461535,0.52,0.5769230769230769,0.76,100.0,0.8239280018227386,0.05840868769513602,0.6818181818181818,0.7878787878787878,0.8257575757575758,0.8712121212121212,0.9318181818181818,100.0,0.433488533330515,0.07484112188326172,0.2894736842105263,0.3763586956521739,0.4246532156368222,0.48232323232323226,0.6415094339622641,100.0,0.7450235553919765,0.06614613394026116,0.5566666666666666,0.7087878787878787,0.7433333333333334,0.79296999053578,0.8836363636363637,100.0,0.43089308870615717,0.10238746385224957,0.2000163508355779,0.350082783086868,0.4321591962285941,0.5055764213067645,0.6599066188198988
KNORAE,100.0,0.9979617834394905,0.16866944827257763,0.4713375796178344,0.909235668789809,0.987301459324357,1.0987261146496814,1.356687898089172,100.0,0.7589075223736192,0.03270239674575496,0.6751592356687898,0.7388535031847133,0.759493670886076,0.7797206321051359,0.8471337579617835,100.0,0.32641682734981364,0.06327169815875111,0.175,0.2857142857142857,0.3225806451612903,0.3617424242424242,0.5238095238095238,100.0,0.47326153846153857,0.10651544327901129,0.24,0.4,0.48,0.52,0.8,100.0,0.8131829573934836,0.03572577327149398,0.7272727272727273,0.7954545454545454,0.815105946684894,0.8409090909090909,0.9242424242424242,100.0,0.3839702111218044,0.07359270056410562,0.2153846153846154,0.3333333333333333,0.3859649122807017,0.433695652173913,0.5797101449275363,100.0,0.7036915777205252,0.0562329186977382,0.5730303030303032,0.6635606060606061,0.7021212121212121,0.7388704716336295,0.8487878787878788,100.0,0.3708852988595141,0.07852834901021682,0.2292808634433712,0.3236226395297722,0.3689783698408355,0.42358214446766596,0.5627372713738095
LogisticRegression,100.0,0.6228585826009837,0.13156765022150285,0.3057324840764331,0.5308997823107312,0.6401273885350318,0.7213375796178343,0.8860759493670886,100.0,0.7647516729823428,0.0380793080102968,0.643312101910828,0.7400931226316213,0.7643312101910829,0.7898089171974523,0.8343949044585988,100.0,0.38176135524511684,0.04855503435665555,0.2758620689655172,0.3476042590949423,0.3801313628899835,0.4230769230769231,0.4878048780487805,100.0,0.7302153846153846,0.08343229411846938,0.56,0.68,0.72,0.8,0.92,100.0,0.7713021189336977,0.04541898975068414,0.6060606060606061,0.7424242424242424,0.7727272727272727,0.8049242424242424,0.8560606060606061,100.0,0.49933553299330724,0.05246563119087739,0.3855421686746988,0.461018711018711,0.4931506849315068,0.5333333333333333,0.6060606060606061,100.0,0.8330362006414639,0.04649943285942483,0.7025058275058276,0.8012121212121213,0.8322727272727273,0.8669172932330828,0.9354545454545456,100.0,0.5684993852978744,0.08690613017579132,0.3284100853623995,0.5070043126490531,0.5715254903755289,0.6245035678053943,0.7777023875213117
METADES,100.0,1.0012363944207048,0.15606922971077,0.5668789808917197,0.928343949044586,0.9904458598726114,1.1218354430379747,1.3375796178343948,100.0,0.8157260340240264,0.02971796821726594,0.7261146496815286,0.802547770700637,0.8152866242038217,0.8407643312101911,0.89171974522293,100.0,0.4309412891260326,0.08332202587545519,0.21875,0.3782327586206896,0.4230769230769231,0.5,0.6666666666666666,100.0,0.4315230769230769,0.09777868667428752,0.2,0.36,0.44,0.48,0.72,100.0,0.8887252221462747,0.03219753265999901,0.803030303030303,0.8644053315105946,0.8939393939393939,0.9090909090909092,0.9621212121212122,100.0,0.426503961220897,0.0784736948652781,0.2456140350877192,0.3703703703703703,0.4338680926916221,0.46317512274959083,0.6530612244897959,100.0,0.7570126864363707,0.0651627318593796,0.5253030303030303,0.7151136363636363,0.7610606060606061,0.7973530416951471,0.9033333333333332,100.0,0.4457300073839507,0.09660447173402192,0.2578197087612518,0.39061605396453153,0.43384654554035307,0.5032486417282324,0.7319150153072934
MLA,100.0,1.1860876400870757,0.185989073007242,0.5859872611464968,1.0744779488833347,1.1847133757961783,1.3232987986777391,1.6114649681528663,100.0,0.7808663226638715,0.05326671023620595,0.620253164556962,0.7531645569620253,0.7834394904458599,0.8219382407482061,0.8662420382165605,100.0,0.3510278613207804,0.1357936573607573,0.0,0.2718531468531468,0.32945736434108525,0.41964285714285715,1.0,100.0,0.3272769230769231,0.14016509728758836,0.0,0.24,0.32,0.4,0.76,100.0,0.867095010252905,0.07877502915540904,0.6541353383458647,0.8238636363636365,0.8787878787878788,0.9318181818181818,1.0,100.0,0.3136559243950658,0.0934550700589182,0.0,0.2608695652173913,0.32819332566168,0.3686234817813765,0.5,100.0,0.6431761365827156,0.0696492296867485,0.4534848484848484,0.5957575757575759,0.6490909090909092,0.6854545454545454,0.8142424242424242,100.0,0.3075756904513616,0.07597779688141815,0.1706443810930699,0.25236582680581293,0.29810394091545767,0.35471068440523035,0.5465917528000697
RandomForestClassifier,100.0,0.8491800370878013,0.17039871850587865,0.4810126582278481,0.7245222929936306,0.8343949044585988,0.963375796178344,1.5923566878980893,100.0,0.7944074014351368,0.047047034783445234,0.6050955414012739,0.7643312101910829,0.802547770700637,0.8240949770216883,0.8734177215189873,100.0,0.40496079764835213,0.08525845999576376,0.0,0.3543643263757116,0.4,0.45892857142857135,0.6153846153846154,100.0,0.5519538461538462,0.12195797789110326,0.0,0.48,0.56,0.64,0.88,100.0,0.8404323308270675,0.06502835284590262,0.553030303030303,0.8181818181818182,0.8560606060606061,0.8787878787878788,1.0,100.0,0.46037874498977827,0.08291716786417651,0.0,0.4072504708097928,0.46291208791208793,0.5120109814687714,0.6153846153846154,100.0,0.7908413582032003,0.054914117204374606,0.5,0.7584090909090909,0.7962121212121211,0.8240601503759398,0.9075757575757576,100.0,0.5063560716357132,0.09875289794855885,0.1592356687898089,0.4453235319400127,0.5170638755273873,0.5926470738171516,0.6733827775788715
SGDClassifier,100.0,0.6767689268725308,0.13926734680598696,0.3670886075949367,0.5816133193582198,0.6815286624203821,0.7721518987341772,1.070063694267516,100.0,0.7274655325324519,0.09007331691791763,0.3860759493670886,0.6926751592356688,0.7388535031847133,0.7837821494799646,0.8734177215189873,100.0,0.35599396795595256,0.07827319282813551,0.1965811965811965,0.3042103847188593,0.34346642468239563,0.4061326658322903,0.6,100.0,0.7183999999999999,0.11181965893598139,0.4,0.64,0.72,0.8,0.9615384615384616,100.0,0.7290362269309638,0.11964100319609967,0.2878787878787879,0.6799242424242424,0.7424242424242424,0.8106060606060606,0.924812030075188,100.0,0.46631385386764507,0.06537222318510061,0.3216783216783216,0.42291021671826623,0.45934065934065926,0.5147465437788018,0.6031746031746031,100.0,0.7925288351998878,0.07139019735168665,0.5945512820512819,0.7500903263403264,0.8052882205513785,0.8465020505809979,0.9077272727272728,100.0,0.4756931683671804,0.1420035282281726,0.1958130547656056,0.3767177800316203,0.49971995216484216,0.5782770374787103,0.7632371776505334
StackingClassifier,100.0,0.7613678142384905,0.16832579411791798,0.4012738853503185,0.6386660485366443,0.7555631702007579,0.874203821656051,1.1464968152866242,100.0,0.8614556962025316,0.025898759115097345,0.7452229299363057,0.8471337579617835,0.8662420382165605,0.8805732484076434,0.9044585987261148,100.0,0.5746042095871172,0.08375713082697776,0.3529411764705882,0.5185185185185185,0.5714285714285714,0.635,0.75,100.0,0.5665384615384615,0.10982185192774324,0.32,0.48,0.56,0.64,0.8,100.0,0.9174789245841876,0.030786998589518753,0.75,0.9015151515151516,0.9169799498746867,0.9393939393939394,0.9699248120300752,100.0,0.5641076552327894,0.07704214209765349,0.3720930232558139,0.5,0.5714285714285714,0.6229166666666667,0.7169811320754716,100.0,0.8639147168620853,0.03831972028640017,0.7424242424242424,0.8392628205128205,0.8660606060606061,0.8891287878787879,0.942121212121212,100.0,0.6375468907108848,0.07416823320639526,0.478470207576597,0.5785381492002742,0.6464886079230276,0.6934054837863534,0.786845267476692
