model,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max
DESKL,100.0,0.4515793026259384,0.10069417684308918,0.2340425531914893,0.37753378378378377,0.4422222222222222,0.5204347826086957,0.7857142857142857
DecisionTreeClassifier,100.0,0.28392613521224436,0.07676777772950996,0.0,0.23560259344012197,0.2816666666666667,0.3161103979460847,0.5357142857142857
Exponential,100.0,0.3762015312147939,0.08679544826391597,0.2156862745098039,0.3071581196581197,0.36266924564796904,0.43437499999999996,0.6086956521739131
KNORAE,100.0,0.32641682734981364,0.06327169815875111,0.175,0.2857142857142857,0.3225806451612903,0.3617424242424242,0.5238095238095238
LogisticRegression,100.0,0.38176135524511684,0.04855503435665555,0.2758620689655172,0.3476042590949423,0.3801313628899835,0.4230769230769231,0.4878048780487805
METADES,100.0,0.4309412891260326,0.08332202587545519,0.21875,0.3782327586206896,0.4230769230769231,0.5,0.6666666666666666
MLA,100.0,0.3510278613207804,0.1357936573607573,0.0,0.2718531468531468,0.32945736434108525,0.41964285714285715,1.0
RandomForestClassifier,100.0,0.40496079764835213,0.08525845999576376,0.0,0.3543643263757116,0.4,0.45892857142857135,0.6153846153846154
SGDClassifier,100.0,0.35599396795595256,0.07827319282813551,0.1965811965811965,0.3042103847188593,0.34346642468239563,0.4061326658322903,0.6
StackingClassifier,100.0,0.5746042095871172,0.08375713082697776,0.3529411764705882,0.5185185185185185,0.5714285714285714,0.635,0.75
VotingClassifier,100.0,0.40796564809351304,0.11088833092673947,0.1900826446280991,0.3223076923076923,0.40212765957446805,0.4666666666666667,0.7692307692307693
XGBClassifier,100.0,0.5669165037044293,0.14582344618677567,0.25,0.4635989010989011,0.5669642857142857,0.6704545454545454,0.9090909090909092
