model,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
DESKL,100.0,0.4691936250051071,0.07701215129936329,0.2950819672131147,0.4115646258503401,0.46265328874024525,0.5255180946489328,0.7037037037037037
DecisionTreeClassifier,100.0,0.36126256112720995,0.06854292558355511,0.0,0.32578031212484987,0.35538545653362497,0.39445885841363965,0.5660377358490566
Exponential,100.0,0.433488533330515,0.07484112188326172,0.2894736842105263,0.3763586956521739,0.4246532156368222,0.48232323232323226,0.6415094339622641
KNORAE,100.0,0.3839702111218044,0.07359270056410562,0.2153846153846154,0.3333333333333333,0.3859649122807017,0.433695652173913,0.5797101449275363
LogisticRegression,100.0,0.49933553299330724,0.05246563119087739,0.3855421686746988,0.461018711018711,0.4931506849315068,0.5333333333333333,0.6060606060606061
METADES,100.0,0.426503961220897,0.0784736948652781,0.2456140350877192,0.3703703703703703,0.4338680926916221,0.46317512274959083,0.6530612244897959
MLA,100.0,0.3136559243950658,0.0934550700589182,0.0,0.2608695652173913,0.32819332566168,0.3686234817813765,0.5
RandomForestClassifier,100.0,0.46037874498977827,0.08291716786417651,0.0,0.4072504708097928,0.46291208791208793,0.5120109814687714,0.6153846153846154
SGDClassifier,100.0,0.46631385386764507,0.06537222318510061,0.3216783216783216,0.42291021671826623,0.45934065934065926,0.5147465437788018,0.6031746031746031
StackingClassifier,100.0,0.5641076552327894,0.07704214209765349,0.3720930232558139,0.5,0.5714285714285714,0.6229166666666667,0.7169811320754716
VotingClassifier,100.0,0.47292134165501337,0.07579207735544126,0.303030303030303,0.4225708502024291,0.4724075197089145,0.5244360902255639,0.6551724137931034
XGBClassifier,100.0,0.49920021266366,0.09137995531439941,0.2439024390243902,0.4363636363636363,0.4952830188679245,0.573015873015873,0.6956521739130435
