model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max
DESKL,100.0,0.8943993388696283,0.14661764672994992,0.445859872611465,0.8073248407643312,0.9015963879706523,0.987281302910586,1.2025316455696202
DecisionTreeClassifier,100.0,0.9484975409175199,0.18808105620598597,0.6050955414012739,0.7818471337579618,0.9363057324840764,1.101427074094977,1.5923566878980893
Exponential,100.0,0.9030262839635571,0.14319214055134624,0.5414012738853503,0.8136942675159236,0.9140127388535032,0.9936305732484076,1.2215189873417722
KNORAE,100.0,0.9979617834394905,0.16866944827257763,0.4713375796178344,0.909235668789809,0.987301459324357,1.0987261146496814,1.356687898089172
LogisticRegression,100.0,0.6228585826009837,0.13156765022150285,0.3057324840764331,0.5308997823107312,0.6401273885350318,0.7213375796178343,0.8860759493670886
METADES,100.0,1.0012363944207048,0.15606922971077,0.5668789808917197,0.928343949044586,0.9904458598726114,1.1218354430379747,1.3375796178343948
MLA,100.0,1.1860876400870757,0.185989073007242,0.5859872611464968,1.0744779488833347,1.1847133757961783,1.3232987986777391,1.6114649681528663
RandomForestClassifier,100.0,0.8491800370878013,0.17039871850587865,0.4810126582278481,0.7245222929936306,0.8343949044585988,0.963375796178344,1.5923566878980893
SGDClassifier,100.0,0.6767689268725308,0.13926734680598696,0.3670886075949367,0.5816133193582198,0.6815286624203821,0.7721518987341772,1.070063694267516
StackingClassifier,100.0,0.7613678142384905,0.16832579411791798,0.4012738853503185,0.6386660485366443,0.7555631702007579,0.874203821656051,1.1464968152866242
VotingClassifier,100.0,0.7462424413448361,0.20471053802667666,0.375796178343949,0.6098726114649682,0.7420382165605095,0.8728130291058616,1.2929936305732483
XGBClassifier,100.0,0.9166733854712571,0.14901687457540694,0.5987261146496815,0.802547770700637,0.9142949286462954,1.0015923566878981,1.3354430379746836
