model,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max
DESKL,100.0,0.8155289042973475,0.042346962821957004,0.6815286624203821,0.7908066596791099,0.8164556962025317,0.8471337579617835,0.8980891719745223
DecisionTreeClassifier,100.0,0.6830081431911633,0.10114667619475055,0.4012738853503185,0.5942917036200919,0.7070063694267515,0.7531847133757963,0.8535031847133758
Exponential,100.0,0.7765197935983232,0.049431533871345155,0.6560509554140127,0.7452229299363057,0.7770700636942676,0.8152866242038217,0.8789808917197452
KNORAE,100.0,0.7589075223736192,0.03270239674575496,0.6751592356687898,0.7388535031847133,0.759493670886076,0.7797206321051359,0.8471337579617835
LogisticRegression,100.0,0.7647516729823428,0.0380793080102968,0.643312101910828,0.7400931226316213,0.7643312101910829,0.7898089171974523,0.8343949044585988
METADES,100.0,0.8157260340240264,0.02971796821726594,0.7261146496815286,0.802547770700637,0.8152866242038217,0.8407643312101911,0.89171974522293
MLA,100.0,0.7808663226638715,0.05326671023620595,0.620253164556962,0.7531645569620253,0.7834394904458599,0.8219382407482061,0.8662420382165605
RandomForestClassifier,100.0,0.7944074014351368,0.047047034783445234,0.6050955414012739,0.7643312101910829,0.802547770700637,0.8240949770216883,0.8734177215189873
SGDClassifier,100.0,0.7274655325324519,0.09007331691791763,0.3860759493670886,0.6926751592356688,0.7388535031847133,0.7837821494799646,0.8734177215189873
StackingClassifier,100.0,0.8614556962025316,0.025898759115097345,0.7452229299363057,0.8471337579617835,0.8662420382165605,0.8805732484076434,0.9044585987261148
VotingClassifier,100.0,0.7649173587035395,0.09217650097351564,0.3630573248407643,0.7245222929936306,0.7898089171974523,0.8291139240506329,0.8987341772151899
XGBClassifier,100.0,0.8476481496412157,0.047354428753730686,0.6560509554140127,0.8280254777070064,0.8598726114649682,0.8789808917197452,0.910828025477707
