,mean,std,min,max
average_cost,-0.09715331979615416,0.17120552297924216,-0.650627540150037,0.2567846773649029
accuracy,0.016223441564136354,0.038886508864602896,-0.08244243883774849,0.13958068501244336
precision,0.026812929214588426,0.05762132428797521,-0.1178442028985508,0.22353000606183068
recall,0.056377339081763844,0.10206869776615446,-0.14566371681415935,0.3608849557522124
specificity,0.008603287906882267,0.03902313320081586,-0.07638198639039684,0.09800384800384798
f1,0.03744950106992978,0.06865147965857762,-0.1296333240234609,0.27730587730587725
roc_auc,0.03198643382500552,0.050941134510387086,-0.07979761066232183,0.17619555521574026
average_precision,0.028675201070832875,0.09849932033099283,-0.1853673084842029,0.27464822647776516
