,mean,std,min,max
average_cost,-0.019131523011828456,0.0747600577311223,-0.24734893718652973,0.10932481675141226
accuracy,-0.030837593168473093,0.04054026090796806,-0.17840936231191792,0.05339144972534038
precision,-0.0025386245061402857,0.010303756313873633,-0.032484188054613006,0.031086631814787102
recall,0.03470650887573965,0.047359488707879226,-0.011834319526627168,0.19857988165680485
specificity,-0.04290520345571088,0.050307354466306305,-0.2227833894500561,0.05415263748597082
f1,-0.0017927674470966403,0.015646721845235436,-0.04218742949961651,0.051946694538803295
roc_auc,0.08479717838111477,0.0584636151682409,-0.12386479854428556,0.20378243522603645
average_precision,0.15397242911279097,0.12440317514349704,-0.17772725734548772,0.4522456477298296
