model,average_cost_count,average_cost_mean,average_cost_std,average_cost_min,average_cost_25%,average_cost_50%,average_cost_75%,average_cost_max,accuracy_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_25%,accuracy_50%,accuracy_75%,accuracy_max,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max,recall_count,recall_mean,recall_std,recall_min,recall_25%,recall_50%,recall_75%,recall_max,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max,roc_auc_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_25%,roc_auc_50%,roc_auc_75%,roc_auc_max
RandomForestClassifier (Baseline),100.0,1.4173611223091185,0.10982436305606245,1.1656050955414012,1.3375796178343948,1.4012738853503184,1.4832500201564138,1.5987261146496816,100.0,0.8559179230831251,0.011053838673971268,0.8227848101265823,0.8471337579617835,0.8571514956059019,0.8662420382165605,0.8789808917197452,100.0,0.7944285714285715,0.328005804495966,0.0,0.6666666666666666,1.0,1.0,1.0,100.0,0.11376923076923076,0.07092222744208589,0.0,0.07923076923076923,0.12,0.16,0.28,100.0,0.1938339042153002,0.11238194172275932,0.0,0.1383928571428571,0.2142857142857142,0.2758620689655172,0.4,100.0,0.7890186559054979,0.08094135404832392,0.5,0.7481060606060607,0.8018181818181818,0.843409090909091,0.935897435897436
RandomForestClassifier (Cost-sensitive + Minimum Expected Cost),100.0,0.8403329839554948,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.2753634937170218,0.0024685657153327625,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739,100.0,0.8431302706065865,0.04226587124158029,0.6622556390977444,0.8187878787878788,0.8493939393939394,0.866993006993007,0.932983682983683
RandomForestClassifier (Cost-sensitive + Standard Threshold),100.0,0.5562029347738452,0.10686407760152959,0.3566878980891719,0.4761146496815286,0.5509554140127388,0.6311577844069983,0.8987341772151899,100.0,0.537679190518423,0.11717696898456076,0.2038216560509554,0.47292993630573243,0.5619003466903169,0.6305732484076433,0.7261146496815286,100.0,0.25685814456946743,0.04383073119961356,0.1666666666666666,0.2222222222222222,0.2574186113511956,0.2943061840120663,0.35,100.0,0.9346769230769231,0.0608518101685476,0.6923076923076923,0.92,0.96,0.9615384615384616,1.0,100.0,0.40021248892231825,0.05262332909177151,0.2857142857142857,0.35927483974358976,0.39819819819819824,0.4449838187702265,0.5054945054945055,100.0,0.8424284811679549,0.0412878135174043,0.7217365967365968,0.8135606060606061,0.8483333333333334,0.8683566433566433,0.9254545454545456
RandomForestClassifier (SMOTE + Minimum Expected Cost),100.0,0.8403329839554949,0.0016657955207305924,0.8354430379746836,0.8407643312101911,0.8407643312101911,0.8407643312101911,0.8417721518987342,100.0,0.1596670160445053,0.001665795520730567,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,0.1596670160445053,0.001665795520730567,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.27536349371702173,0.0024685657153327638,0.273224043715847,0.2747252747252747,0.2747252747252747,0.2747252747252747,0.2826086956521739,100.0,0.7907843818462241,0.049162665892233705,0.6654545454545455,0.756284965034965,0.7953030303030303,0.8226076555023923,0.9084848484848485
RandomForestClassifier (SMOTE + Standard Threshold),100.0,0.8491800370878013,0.17039871850587865,0.4810126582278481,0.7245222929936306,0.8343949044585988,0.963375796178344,1.5923566878980893,100.0,0.7944074014351367,0.047047034783445234,0.6050955414012739,0.7643312101910829,0.802547770700637,0.8240949770216883,0.8734177215189873,100.0,0.404960797648352,0.08525845999576377,0.0,0.3543643263757116,0.4,0.45892857142857135,0.6153846153846154,100.0,0.5519538461538461,0.12195797789110328,0.0,0.48,0.56,0.64,0.88,100.0,0.46037874498977827,0.08291716786417648,0.0,0.4072504708097928,0.46291208791208793,0.5120109814687714,0.6153846153846154,100.0,0.7908413582032005,0.054914117204374606,0.5,0.7584090909090909,0.7962121212121211,0.8240601503759398,0.9075757575757576
