model,precision_count,precision_mean,precision_std,precision_min,precision_25%,precision_50%,precision_75%,precision_max
RandomForestClassifier (Balanced + MEC),100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164
RandomForestClassifier (Balanced + STD),100.0,0.42868670767681105,0.06451083431361848,0.3043478260869565,0.3879210220673635,0.4210526315789473,0.4752631578947368,0.6333333333333333
RandomForestClassifier (Baseline),100.0,0.7944285714285715,0.328005804495966,0.0,0.6666666666666666,1.0,1.0,1.0
RandomForestClassifier (Cost-sensitive + MEC),100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164
RandomForestClassifier (Cost-sensitive + STD),100.0,0.25685814456946743,0.04383073119961355,0.1666666666666666,0.2222222222222222,0.2574186113511956,0.2943061840120663,0.35
RandomForestClassifier (SMOTE + MEC),100.0,0.1596670160445053,0.0016657955207305673,0.1582278481012658,0.1592356687898089,0.1592356687898089,0.1592356687898089,0.1645569620253164
RandomForestClassifier (SMOTE + STD),100.0,0.404960797648352,0.08525845999576377,0.0,0.3543643263757116,0.4,0.45892857142857135,0.6153846153846154
