model,f1_count,f1_mean,f1_std,f1_min,f1_25%,f1_50%,f1_75%,f1_max
DESKL,100.0,0.21210374637001445,0.10687391811262398,0.0,0.1481481481481481,0.2142857142857142,0.2758620689655172,0.4571428571428571
DecisionTreeClassifier,100.0,0.2307625656608151,0.12265470968745516,0.0,0.1481481481481481,0.25,0.3125,0.5294117647058824
KNORAE,100.0,0.3339528640052245,0.10606090339880281,0.0,0.2777777777777778,0.3333333333333333,0.3926829268292683,0.5957446808510638
LogisticRegression,100.0,0.4720110621668788,0.10154256623010487,0.1269841269841269,0.4,0.48237367802585196,0.5465909090909091,0.6829268292682927
METADES,100.0,0.2117245793511602,0.12404384393371709,0.0,0.132258064516129,0.2068965517241379,0.29634581105169333,0.5263157894736842
MLA,100.0,0.10731979866340019,0.10035522154683049,0.0,0.0,0.0769230769230769,0.1481481481481481,0.4736842105263157
RandomForestClassifier,100.0,0.1938339042153002,0.11238194172275932,0.0,0.1383928571428571,0.2142857142857142,0.2758620689655172,0.4
StackingClassifier,100.0,0.513131963794407,0.08423456446924989,0.303030303030303,0.4571428571428571,0.5122242098986285,0.5714285714285714,0.7142857142857143
VotingClassifier,100.0,0.428305296611777,0.1369721371339109,0.0,0.33108108108108103,0.4324324324324324,0.5405405405405406,0.7391304347826086
XGBClassifier,100.0,0.5214177487711463,0.07986805571865117,0.2702702702702703,0.4604395604395604,0.5135531135531135,0.5853658536585366,0.7111111111111111
