,mean,std,min,max
average_cost,-0.09892044222372127,0.16974643472008413,-0.4694740158898064,0.3287468891554617
accuracy,0.016462836118654033,0.028891867991637066,-0.05494362044518475,0.08225788300961034
precision,0.0378473471142938,0.06827249034246739,-0.14557272504292368,0.2592202318229716
recall,0.05756827773995916,0.10800964530913888,-0.2283760683760684,0.30814159292035403
specificity,0.008696446432491756,0.030833874434415726,-0.06802890129214767,0.09273135051099723
f1,0.048283747518688275,0.07609185844379449,-0.12664030714572233,0.2415510024234413
roc_auc,0.03273788184672048,0.04852501646972485,-0.10505345882974138,0.13834647179314163
average_precision,0.04357066502333671,0.09632678727216812,-0.25953228008183143,0.30154397349443374
